title,console,publisher,developer,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Microsoft Flight Simulator X    ,PC,Microsoft Game Studios  ,ACES Studio/Microsoft Game Studios  ,0.47m,0.02m,0.41m,N/A,0.04m,17th Oct 06  
The Sims 2: Pets    ,Wii,Electronic Arts  ,Maxis  ,0.47m,0.41m,0.03m,N/A,0.04m,12th Jun 07  
Viva Pinata: Trouble in Paradise    ,X360,Microsoft Game Studios  ,Rare Ltd.  ,0.47m,0.16m,0.25m,0.01m,0.05m,02nd Sep 08  
Football Manager 2015    ,PC,Sega  ,Sports Interactive  ,0.47m,N/A,0.44m,N/A,0.03m,07th Nov 14  
Petz Sports    ,Wii,Ubisoft  ,Ubisoft Montreal  ,0.47m,0.42m,0.01m,N/A,0.04m,04th Nov 08  
Dance Dance Revolution: Mario Mix    ,GC,Nintendo  ,Konami  ,0.47m,0.36m,0.09m,N/A,0.01m,24th Oct 05  
Farming Simulator 19    ,PS4,Focus Home Interactive  ,Giants Software  ,0.47m,0.13m,0.26m,N/A,0.07m,20th Nov 18  
SimCity Creator    ,Wii,Electronic Arts  ,The Sims Studio  ,0.46m,0.36m,0.03m,0.04m,0.04m,22nd Sep 08  
Warhawk    ,PS,Sony Computer Entertainment  ,SingleTrac  ,0.46m,0.25m,0.17m,N/A,0.03m,10th Nov 95  
Harvest Moon DS (US sales)    ,DS,Natsume  ,TOSE  ,0.45m,0.40m,0.05m,N/A,N/A,12th Sep 06  
The Sims 3: Ambitions    ,PC,Electronic Arts  ,EA Redwood Shores  ,0.45m,N/A,0.29m,N/A,0.16m,01st Jun 10  
The Sims 3: Outdoor Living Stuff    ,PC,Electronic Arts  ,EA Redwood Shores  ,0.45m,N/A,0.38m,N/A,0.07m,01st Feb 11  
Style Savvy: Styling Star    ,3DS,Nintendo  ,syn Sophia  ,0.45m,N/A,0.29m,0.14m,0.02m,25th Dec 17  
Discovery Kids: Kitten Corner    ,DS,505 Games  ,505 Games  ,0.45m,0.42m,N/A,N/A,0.03m,26th Mar 09  
Petz: Catz 2    ,Wii,Ubisoft  ,Yuke's Media Creations  ,0.44m,0.40m,0.01m,N/A,0.03m,14th Nov 07  
Dance Dance Revolution: Hottest Party 3    ,Wii,Konami  ,Bemani  ,0.44m,0.26m,0.14m,N/A,0.04m,27th Oct 09  
The Urbz: Sims in the City (all regions sales)    ,DS,Electronic Arts  ,Griptonite Games  ,0.44m,0.40m,0.01m,0.02m,N/A,17th Nov 04  
Puppy Luv: Spa and Resort    ,DS,Activision  ,Humagade  ,0.44m,0.40m,0.00m,N/A,0.03m,18th Sep 07  
Tongari Boushi to Mahou no Otana    ,DS,Konami  ,Konami  ,0.44m,N/A,N/A,0.44m,N/A,11th Nov 10  
Star Wars: Jedi Starfighter    ,XB,LucasArts  ,Secret Level  ,0.44m,0.35m,0.07m,N/A,0.02m,13th May 02  
Wonder Project J: Kikai no Shonen Pino    ,SNES,Enix  ,Almanic Corp.  ,0.43m,N/A,N/A,0.43m,N/A,09th Dec 94  
Petz Bunnyz    ,DS,Ubisoft  ,Ubisoft  ,0.43m,0.39m,0.01m,N/A,0.03m,04th Mar 08  
Mobile Suit Gundam: Zeonic Front    ,PS2,Bandai  ,Sunrise Interactive  ,0.43m,0.09m,0.07m,0.25m,0.02m,15th Jan 02  
Petz: Horsez 2    ,DS,Ubisoft  ,Ubisoft  ,0.43m,0.39m,N/A,N/A,0.03m,14th Nov 07  
The Sims    ,XB,Electronic Arts  ,Maxis  ,0.42m,0.31m,0.10m,N/A,0.01m,24th Mar 03  
Colony Wars    ,PS,Psygnosis  ,Psygnosis  ,0.42m,0.24m,0.16m,N/A,0.03m,04th Nov 97  
Horsez    ,DS,Ubisoft  ,MTO  ,0.42m,0.38m,0.01m,N/A,0.03m,28th Nov 06  
Petz: Horsez 2    ,Wii,Ubisoft  ,Ubisoft  ,0.42m,0.39m,N/A,N/A,0.03m,14th Nov 07  
Dance Dance Revolution Ultramix 2    ,XB,Konami  ,Konami Computer Entertainment Hawaii  ,0.42m,0.32m,0.09m,N/A,0.02m,18th Nov 04  
Farming Simulator 2015    ,PS3,Focus Home Interactive  ,Giants Software  ,0.42m,0.13m,0.22m,N/A,0.07m,19th May 15  
Blazing Angels: Squadrons of WWII    ,X360,Ubisoft  ,Ubisoft Romania  ,0.42m,0.36m,0.02m,N/A,0.03m,23rd Mar 06  
Star Wars Starfighter: Special Edition    ,XB,LucasArts  ,Secret Level  ,0.42m,0.30m,0.10m,N/A,0.02m,26th Nov 01  
Zone of the Enders: The 2nd Runner    ,PS2,Konami  ,Konami Computer Entertainment Japan  ,0.41m,0.15m,0.12m,0.11m,0.04m,10th Mar 03  
Farming Simulator 2015    ,PS4,Focus Home Interactive  ,Giants Software  ,0.41m,0.13m,0.22m,N/A,0.07m,19th May 15  
Fantastic Pets    ,X360,THQ  ,Blitz Game Studios  ,0.41m,0.30m,0.08m,N/A,0.04m,12th Apr 11  
Armored Core    ,PS,Sony Computer Entertainment  ,From Software  ,0.41m,0.13m,0.09m,0.16m,0.03m,31st Oct 97  
Densha De Go! 2    ,PS,Taito  ,Taito Corporation  ,0.41m,N/A,N/A,0.38m,0.03m,18th Mar 99  
Harvest Moon: Grand Bazaar    ,DS,Natsume  ,Marvelous Interactive  ,0.41m,0.21m,0.05m,0.13m,0.02m,24th Aug 10  
Armored Core 2: Another Age    ,PS2,Agetec  ,From Software  ,0.41m,0.11m,0.08m,0.19m,0.03m,20th Aug 01  
Moshi Monsters: Moshlings Theme Park    ,DS,Activision  ,"Black Lantern Studios, Inc.  ",0.40m,0.03m,0.35m,N/A,0.03m,30th Oct 12  
Style Lab: Makeover    ,DS,Ubisoft  ,Jet Black Games  ,0.40m,0.34m,0.04m,N/A,0.03m,10th Nov 09  
Sid Meier's Civilization: Beyond Earth    ,PC,2K Games  ,Firaxis Games  ,0.40m,0.14m,0.23m,N/A,0.03m,24th Oct 14  
Spore Hero    ,Wii,Electronic Arts  ,Maxis  ,0.40m,0.35m,0.02m,N/A,0.03m,06th Oct 09  
The Urbz: Sims in the City    ,GC,Electronic Arts  ,Maxis  ,0.40m,0.24m,0.14m,N/A,0.02m,09th Nov 04  
Farming Simulator 2015    ,X360,Focus Home Interactive  ,Giants Software  ,0.40m,0.24m,0.12m,N/A,0.04m,19th May 15  
Armored Core V    ,PS3,Namco Bandai  ,From Software  ,0.40m,0.09m,0.04m,0.24m,0.02m,20th Mar 12  
Harvest Moon: Save the Homeland    ,PS2,Natsume  ,Victor Interactive Software  ,0.40m,0.19m,0.15m,N/A,0.05m,22nd Nov 01  
Littlest Pet Shop    ,Wii,Electronic Arts  ,EA Salt Lake  ,0.40m,0.33m,0.04m,N/A,0.03m,14th Oct 08  
Football Manager 2016    ,PC,Sega  ,Sports Interactive  ,0.39m,N/A,0.37m,N/A,0.02m,13th Nov 15  
The Sims 2    ,GBA,Electronic Arts  ,Maxis  ,0.39m,0.28m,0.10m,N/A,0.01m,24th Oct 05  
Tokimeki Memorial 2    ,PS,Konami  ,KCET  ,0.39m,N/A,N/A,0.36m,0.03m,25th Nov 99  
Farming Simulator 2013    ,X360,Focus Home Interactive  ,Giants Software  ,0.39m,0.22m,0.13m,0.00m,0.03m,19th Nov 13  
Tropico 5    ,PS4,Kalypso Media  ,Haemimont Games  ,0.38m,0.07m,0.18m,0.08m,0.05m,28th Apr 15  
Tamagotchi Connection: Corner Shop 3    ,DS,Namco Bandai  ,NanaOn-Sha  ,0.38m,0.06m,0.00m,0.31m,0.01m,17th Jun 08  
Tokimeki Memorial: Forever with You    ,SAT,Konami  ,Konami  ,0.38m,N/A,N/A,0.38m,N/A,19th Jul 96  
Petz Rescue: Wildlife Vet    ,DS,Ubisoft  ,Virtual Toys / Lexis Numerique  ,0.38m,0.35m,0.00m,N/A,0.03m,28th Oct 08  
Paws & Claws: Pampered Pets    ,DS,THQ  ,Radon Labs GmbH  ,0.38m,0.35m,N/A,N/A,0.03m,05th Jan 09  
Imagine: Party Babyz    ,Wii,Ubisoft  ,Visual Impact  ,0.38m,0.33m,0.02m,N/A,0.03m,11th Nov 08  
Dance Dance Revolution Ultramix 3    ,XB,Konami  ,Konami Computer Entertainment Hawaii  ,0.38m,0.28m,0.08m,N/A,0.01m,15th Nov 05  
Puppy Palace    ,DS,Ubisoft  ,Ubisoft  ,0.38m,0.35m,N/A,N/A,0.03m,05th Feb 08  
Petz: Catz 2    ,PS2,Ubisoft  ,Yuke's Media Creations  ,0.37m,0.18m,0.14m,N/A,0.05m,14th Nov 07  
ZhuZhu Pets: Featuring The Wild Bunch    ,Wii,Activision  ,Black Lantern Studios  ,0.37m,0.31m,0.03m,N/A,0.03m,19th Oct 10  
Imagine: Salon Stylist    ,DS,Ubisoft  ,Playbox Limited  ,0.37m,0.23m,0.11m,N/A,0.03m,29th Sep 09  
Hell's Kitchen: The Game     ,DS,Ubisoft  ,Ludia Inc.  ,0.37m,0.34m,0.00m,N/A,0.03m,09th Sep 08  
Dawn of Discovery    ,PC,Ubisoft  ,Related Designs  ,0.37m,N/A,0.32m,N/A,0.05m,25th Jun 09  
The Sims 2: Castaway    ,PS2,Electronic Arts  ,Maxis  ,0.37m,0.30m,0.01m,N/A,0.05m,22nd Oct 07  
Build-A-Bear Workshop: A Friend Fur All Seasons    ,Wii,Game Factory  ,Neko Entertainment  ,0.36m,0.33m,0.00m,N/A,0.03m,21st Oct 08  
Monster Rancher 3    ,PS2,Tecmo  ,Tecmo  ,0.36m,0.11m,0.09m,0.14m,0.03m,24th Sep 01  
MechWarrior 2: 31st Century Combat    ,PS,Activision  ,Quantum Factory  ,0.36m,0.20m,0.14m,N/A,0.02m,28th Feb 97  
MechAssault 2: Lone Wolf    ,XB,Microsoft Game Studios  ,Day 1 Studios  ,0.36m,0.27m,0.08m,N/A,0.01m,28th Dec 04  
Hamster Club 3    ,GBA,Jorudan  ,Jorudan  ,0.36m,N/A,N/A,0.35m,0.01m,29th Mar 02  
Dance Dance Revolution 3rdMix    ,PS,Konami  ,KCET  ,0.36m,N/A,N/A,0.33m,0.02m,01st Jun 00  
Kinectimals: Now with Bears!    ,X360,Microsoft Studios  ,Frontier Developments  ,0.36m,0.27m,0.06m,N/A,0.03m,11th Oct 11  
Harvest Moon: The Tale of Two Towns    ,3DS,Natsume  ,Marvelous Interactive  ,0.36m,0.28m,0.00m,0.05m,0.02m,01st Nov 11  
Trauma Center: Under the Knife    ,DS,Atlus  ,Atlus Co.  ,0.36m,0.30m,0.01m,0.02m,0.03m,04th Oct 05  
The Sims 4: City Living    ,PC,Electronic Arts  ,Maxis  ,0.35m,0.03m,0.30m,N/A,0.02m,01st Nov 16  
The Sims 4: Get Together    ,PC,Electronic Arts  ,Maxis  ,0.35m,0.05m,0.27m,N/A,0.02m,08th Dec 15  
DanceDanceRevolution    ,Wii,Konami  ,Konami  ,0.34m,0.28m,0.04m,N/A,0.02m,16th Nov 10  
Monster Rancher 4    ,PS2,Tecmo  ,Tecmo  ,0.34m,0.08m,0.06m,0.19m,0.02m,13th Nov 03  
Trauma Center: Second Opinion    ,Wii,Atlus  ,Atlus Co.  ,0.34m,0.28m,0.01m,0.03m,0.03m,14th Nov 06  
Thunderstrike: Operation Phoenix    ,PS2,Eidos Interactive  ,Core Design Ltd.  ,0.34m,0.17m,0.13m,N/A,0.04m,15th Oct 01  
SimCity Creator    ,DS,Electronic Arts  ,The Sims Studio  ,0.34m,0.29m,0.02m,N/A,0.03m,22nd Sep 08  
The Urbz: Sims in the City    ,XB,Electronic Arts  ,Maxis  ,0.34m,0.22m,0.11m,N/A,0.01m,09th Nov 04  
The Sims 3: Town Life Stuff    ,PC,Electronic Arts  ,EA Redwood Shores  ,0.34m,0.11m,0.18m,N/A,0.05m,26th Jul 11  
My Baby Boy    ,DS,SouthPeak Interactive  ,Dancing Dots  ,0.34m,0.30m,0.02m,N/A,0.03m,04th Nov 08  
Imagine: Movie Star    ,DS,Ubisoft  ,Powerhead Games  ,0.34m,0.31m,0.00m,N/A,0.03m,18th Nov 08  
The Sims 2    ,GC,Electronic Arts  ,Maxis  ,0.33m,0.26m,0.07m,N/A,0.01m,24th Oct 05  
BeatMania Append GottaMix    ,PS,Konami  ,Konami  ,0.33m,N/A,N/A,0.31m,0.02m,27th May 99  
Hell's Kitchen: The Game    ,Wii,Ubisoft  ,Ludia Inc.  ,0.33m,0.30m,0.00m,N/A,0.03m,09th Sep 08  
Hatsune Miku: Project Diva Extend    ,PSP,Sega  ,Sega  ,0.33m,N/A,N/A,0.33m,N/A,10th Nov 11  
Farming Simulator 17    ,XOne,Focus Home Interactive  ,Giants Software  ,0.33m,0.19m,0.11m,N/A,0.03m,25th Oct 16  
Football Manager 2017    ,PC,Sega  ,Sports Interactive  ,0.33m,N/A,0.31m,N/A,0.02m,04th Nov 16  
Discovery Kids: Puppy Playtime    ,DS,505 Games  ,505 Games  ,0.33m,0.30m,N/A,N/A,0.02m,24th Mar 09  
Style Lab: Jewelry Design    ,DS,Ubisoft  ,1st Playable Productions  ,0.33m,0.30m,N/A,N/A,0.02m,10th Nov 09  
Pony Friends 2    ,DS,Square Enix  ,Tantalus Interactive  ,0.32m,0.21m,0.09m,N/A,0.02m,23rd Feb 10  
My Baby: First Steps    ,DS,SouthPeak Interactive  ,Nobilis  ,0.32m,0.27m,0.03m,N/A,0.02m,03rd Nov 09  
Harvest Moon: Back to Nature    ,PS,Natsume  ,Victor Interactive Software  ,0.32m,0.11m,0.07m,0.12m,0.02m,22nd Nov 00  
Dance Dance Revolution Universe    ,X360,Konami  ,Bemani  ,0.32m,0.30m,N/A,N/A,0.02m,27th Feb 07  
Sky Odyssey    ,PS2,Activision  ,CAProduction  ,0.32m,0.16m,0.12m,N/A,0.04m,15th Nov 00  
Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima    ,PS2,ASCII Entertainment  ,VIVARIUM Inc.  ,0.32m,N/A,N/A,0.32m,N/A,15th Nov 01  
Farming Simulator 19    ,XOne,Focus Home Interactive  ,Giants Software  ,0.32m,0.19m,0.09m,N/A,0.03m,20th Nov 18  
The Conveni: Ano Machi wo Dokusen Seyo    ,PS,Human Entertainment  ,Human Entertainment  ,0.32m,N/A,N/A,0.30m,0.02m,28th Mar 97  
Littlest Pet Shop: City Friends    ,DS,Electronic Arts  ,EA Salt Lake  ,0.32m,0.29m,0.00m,N/A,0.02m,20th Oct 09  
Armored Core: Silent Line    ,PS2,Agetec  ,From Software  ,0.31m,0.07m,0.06m,0.16m,0.02m,17th Jul 03  
SimAnimals    ,Wii,Electronic Arts  ,Electronic Arts  ,0.31m,0.14m,0.14m,N/A,0.03m,21st Jan 09  
Animal Crossing    ,N64,Nintendo  ,Nintendo EAD  ,0.31m,N/A,N/A,0.26m,0.05m,14th Apr 01  
Cities: Skylines    ,PS4,Koch Media  ,Colossal Order  ,0.30m,0.15m,0.07m,0.04m,0.05m,15th Aug 17  
Imagine: Family Doctor    ,DS,Ubisoft  ,WizarBox  ,0.30m,0.27m,0.01m,N/A,0.02m,25th Mar 09  
Macross Digital Mission VF-X    ,PS,Bandai  ,Unit  ,0.30m,N/A,N/A,0.28m,0.02m,28th Feb 97  
Dance Dance Revolution Universe 3    ,X360,Konami  ,Bemani  ,0.30m,0.28m,N/A,N/A,0.02m,21st Oct 08  
The Sims 2: Pets    ,PS2,Electronic Arts  ,Maxis  ,0.30m,0.02m,0.01m,N/A,0.27m,17th Oct 06  
MySims Party    ,DS,Electronic Arts  ,EA Redwood Shores  ,0.30m,0.15m,0.12m,N/A,0.03m,10th Mar 09  
Future Cop L.A.P.D.    ,PS,Electronic Arts  ,Electronic Arts  ,0.30m,0.16m,0.11m,N/A,0.02m,16th Sep 98  
Hamster Tarou    ,GB,Jorudan  ,Jorudan  ,0.30m,N/A,N/A,0.30m,N/A,29th Oct 99  
Imagine: Makeup Artist    ,DS,Ubisoft  ,Global A Entertainment  ,0.29m,0.27m,N/A,N/A,0.02m,31st Dec 20  
WWII Aces    ,Wii,Destineer  ,Arcade Moon  ,0.29m,0.27m,N/A,N/A,0.02m,21st Mar 08  
Harvest Moon: Magical Melody    ,Wii,Natsume  ,Marvelous Interactive  ,0.29m,0.23m,0.04m,N/A,0.02m,25th Aug 09  
Ace Combat: Joint Assault    ,PSP,Namco Bandai  ,Project ACES  ,0.29m,0.06m,0.05m,0.15m,0.03m,31st Aug 10  
Imagine: Fashion Designer World Tour    ,DS,Ubisoft  ,Virtual Toys  ,0.29m,0.27m,N/A,N/A,0.02m,20th Oct 09  
Hamster Club 4: Shigessa Daidassou    ,GBA,Jorudan  ,Jorudan  ,0.29m,N/A,N/A,0.28m,0.01m,18th Jul 03  
John Deere: Harvest in the Heartland    ,DS,Destineer  ,Black Lantern Studios  ,0.29m,0.23m,0.04m,N/A,0.02m,20th Nov 07  
Trauma Center: New Blood    ,Wii,Atlus  ,Atlus Co.  ,0.29m,0.22m,0.04m,0.01m,0.02m,20th Nov 07  
Heroes of the Pacific    ,PS2,Ubisoft  ,IR Gurus Interactive  ,0.29m,0.14m,0.11m,N/A,0.04m,28th Sep 05  
Overcooked! 2    ,NS,Sold Out  ,Ghost Town Games  ,0.29m,0.17m,0.09m,0.01m,0.03m,07th Aug 18  
1701 A.D.     ,PC,Aspyr  ,Related Designs  ,0.29m,N/A,0.25m,N/A,0.03m,06th Nov 06  
The Sims 2    ,PC,Electronic Arts  ,Maxis  ,0.29m,0.02m,0.24m,N/A,0.03m,14th Sep 04  
BeatMania Append 4thMix: The beat goes on    ,PS,Konami  ,Konami  ,0.29m,N/A,N/A,0.27m,0.02m,09th Sep 99  
Purr Pals    ,Wii,Crave Entertainment  ,inXile  ,0.29m,0.26m,N/A,N/A,0.02m,10th Jul 08  
Baby Pals    ,DS,Crave Entertainment  ,Brain Toys  ,0.28m,0.26m,0.01m,N/A,0.02m,19th Nov 07  
Harvest Moon DS Cute (US sales)    ,DS,Natsume  ,Marvelous Interactive  ,0.28m,0.28m,N/A,N/A,N/A,25th Mar 08  
F/A-18F Super Hornet    ,GBA,Majesco  ,UK Magic  ,0.28m,0.20m,0.08m,N/A,0.01m,16th Nov 04  
Chromehounds    ,X360,Sega  ,From Software  ,0.28m,0.24m,0.00m,0.01m,0.02m,11th Jul 06  
Moshi Monsters: Moshlings Theme Park    ,3DS,Activision  ,"Black Lantern Studios, Inc.  ",0.28m,0.13m,0.13m,N/A,0.02m,30th Oct 12  
The Urbz: Sims In the City (US weekly sales)    ,DS,Electronic Arts  ,Griptonite Games  ,0.28m,0.26m,N/A,N/A,0.02m,17th Nov 04  
Shrek: Ogres & Dronkeys    ,DS,Activision  ,WayForward Technologies  ,0.28m,0.26m,0.00m,N/A,0.02m,05th Nov 07  
Spintires: MudRunner    ,PS4,Focus Home Interactive  ,Saber Interactive  ,0.28m,0.11m,0.12m,N/A,0.05m,31st Oct 17  
SimCity 4    ,PC,Electronic Arts  ,Maxis  ,0.28m,0.01m,0.24m,N/A,0.02m,12th Jan 03  
EyePet    ,PSP,Sony Computer Entertainment  ,SCEE London Studio  ,0.28m,0.02m,0.17m,N/A,0.09m,02nd Nov 10  
Wappy Dog    ,DS,Activision  ,Activision  ,0.28m,0.26m,0.00m,N/A,0.02m,08th Nov 11  
SimCity 2000    ,SAT,Maxis  ,Maxis  ,0.28m,N/A,N/A,0.28m,0.00m,01st Jan 95  
Armored Core: Project Phantasma    ,PS,ASCII Entertainment  ,From Software  ,0.28m,0.06m,0.04m,0.15m,0.02m,30th Sep 98  
Gunship    ,PS,Microprose  ,MicroProse  ,0.27m,0.15m,0.10m,N/A,0.02m,03rd Jul 96  
Thoroughbred Breeder II    ,SNES,Hect  ,Hector  ,0.27m,N/A,N/A,0.27m,0.00m,08th Jun 94  
The Sims 2: Pets    ,GC,Electronic Arts  ,Maxis  ,0.27m,0.21m,0.05m,N/A,0.01m,17th Oct 06  
Littlest Pet Shop: Beach Friends    ,DS,Electronic Arts  ,EA Salt Lake  ,0.27m,0.25m,N/A,N/A,0.02m,20th Oct 09  
Jurassic Park: Operation Genesis    ,PS2,VU Games  ,Blue Tongue  ,0.27m,0.13m,0.10m,N/A,0.03m,25th Mar 03  
America's Test Kitchen: Let's Get Cooking    ,DS,Nintendo  ,Indies Zero  ,0.27m,0.25m,N/A,N/A,0.02m,28th Mar 10  
Aikatsu! 2-nin no My Princess    ,3DS,Namco Bandai Games  ,Bandai Namco Games  ,0.27m,N/A,N/A,0.27m,N/A,21st Nov 13  
Fish Tycoon    ,DS,Majesco  ,Big Fish Games / LDW  ,0.26m,0.24m,0.00m,N/A,0.02m,16th Oct 07  
A.C.E.: Another Century's Episode R    ,PS3,Namco Bandai  ,From Software  ,0.26m,N/A,N/A,0.26m,N/A,19th Aug 10  
Petz: Horsez 2    ,PS2,Ubisoft  ,Ubisoft  ,0.26m,0.13m,0.10m,N/A,0.03m,14th Nov 07  
Love Plus    ,DS,Konami  ,Konami  ,0.26m,N/A,N/A,0.26m,N/A,03rd Sep 09  
Star Trek: Invasion    ,PS,Activision  ,Warthog  ,0.26m,0.15m,0.10m,N/A,0.02m,23rd Aug 00  
Bratz: The Movie    ,Wii,THQ  ,Blitz Games  ,0.26m,0.23m,0.01m,N/A,0.02m,24th Sep 07  
Petz: Crazy Monkeyz    ,Wii,Ubisoft  ,Ubisoft  ,0.26m,0.24m,0.00m,N/A,0.02m,18th Nov 08  
Star Wars Episode I: Battle for Naboo    ,N64,LucasArts  ,Factor 5  ,0.26m,0.21m,0.05m,N/A,0.00m,13th Dec 00  
Armored Core: Nexus    ,PS2,Agetec  ,From Software  ,0.26m,0.06m,0.05m,0.14m,0.02m,28th Sep 04  
Imagine: Fashion Party    ,Wii,Ubisoft  ,Virtual Toys / Lexis Numerique  ,0.26m,0.24m,0.00m,N/A,0.02m,03rd Feb 09  
Babysitting Mania    ,DS,Majesco  ,Gogii Games  ,0.26m,0.24m,0.00m,N/A,0.02m,23rd Sep 08  
Littlest Pet Shop: Friends    ,Wii,Electronic Arts  ,EA Salt Lake  ,0.26m,0.21m,0.02m,N/A,0.02m,20th Oct 09  
Jurassic World Evolution    ,XOne,Frontier Developments  ,Frontier Developments  ,0.26m,0.15m,0.09m,N/A,0.02m,03rd Jul 18  
A.C.E.: Another Century's Episode    ,PS2,Banpresto  ,From Software  ,0.26m,N/A,N/A,0.26m,N/A,27th Jan 05  
We Cheer 2    ,Wii,Namco Bandai  ,"Machatin, Inc.  ",0.26m,0.24m,N/A,N/A,0.02m,03rd Nov 09  
Armored Core: Master of Arena    ,PS,Agetec  ,From Software  ,0.26m,0.07m,0.05m,0.13m,0.02m,29th Feb 00  
A.C.E.: Another Century's Episode 3: The Final    ,PS2,Banpresto  ,From Software  ,0.26m,N/A,N/A,0.26m,N/A,06th Sep 07  
Zoo Resort 3D    ,3DS,Ubisoft  ,AQ Interactive  ,0.26m,0.11m,0.10m,0.03m,0.02m,25th Oct 11  
Secret Weapons Over Normandy    ,XB,LucasArts  ,Totally Games  ,0.25m,0.19m,0.05m,N/A,0.01m,18th Nov 03  
Project Runway    ,Wii,Atari  ,Tornado Studios  ,0.25m,0.23m,0.00m,N/A,0.02m,25th Feb 10  
Ace Combat: Assault Horizon Legacy    ,3DS,Namco Bandai  ,Namco Bandai Games  ,0.25m,0.10m,0.06m,0.08m,0.01m,15th Nov 11  
Imagine: Ballet Star    ,DS,Ubisoft  ,Spike Co.  ,0.25m,0.23m,0.00m,N/A,0.02m,18th Nov 08  
Animal Paradise    ,DS,Empire Interactive  ,Rekoo  ,0.25m,0.09m,0.14m,N/A,0.02m,23rd Sep 08  
Silent Hunter 5: Battle of the Atlantic    ,PC,Ubisoft  ,Ubisoft Romania  ,0.25m,N/A,0.21m,N/A,0.04m,02nd Mar 10  
The Sims 2    ,XB,Electronic Arts  ,Maxis  ,0.25m,0.19m,0.05m,N/A,0.01m,24th Oct 05  
Littlest Pet Shop: Country Friends    ,DS,Electronic Arts  ,EA Salt Lake  ,0.25m,0.23m,0.00m,N/A,0.02m,20th Oct 09  
Armored Core 4    ,X360,Sega  ,From Software  ,0.25m,0.19m,0.01m,0.03m,0.02m,20th Mar 07  
Catz    ,GBA,Ubisoft  ,MTO  ,0.24m,0.18m,0.06m,N/A,0.00m,22nd Mar 06  
Style Savvy: Fashion Forward    ,3DS,Nintendo  ,syn Sophia  ,0.24m,N/A,N/A,0.24m,N/A,19th Aug 16  
Guitar Freaks    ,PS,Konami  ,Konami  ,0.24m,N/A,N/A,0.23m,0.02m,29th Jul 99  
Harvest Moon: Magical Melody    ,GC,Natsume  ,Marvelous Interactive  ,0.24m,0.19m,0.05m,N/A,0.01m,28th Mar 06  
Farming Simulator 2015    ,XOne,Focus Home Interactive  ,Giants Software  ,0.24m,0.13m,0.09m,N/A,0.02m,19th May 15  
Paws & Claws: Pet Resort    ,DS,THQ  ,ValuSoft  ,0.24m,0.22m,N/A,N/A,0.02m,05th Feb 08  
Dance Dance Revolution: Disney Channel Edition    ,PS2,Konami  ,Keen Games  ,0.24m,0.12m,0.09m,N/A,0.03m,08th Jan 08  
Birds of Steel    ,PS3,Konami Digital Entertainment  ,Gaijin Games  ,0.24m,0.10m,0.09m,0.02m,0.03m,13th Mar 12  
Imagine: Zookeeper    ,DS,Ubisoft  ,Magic Pockets  ,0.24m,0.15m,0.06m,N/A,0.02m,06th Oct 09  
Love Plus +    ,DS,Konami  ,Konami  ,0.23m,N/A,N/A,0.23m,N/A,24th Jun 10  
Hotel for Dogs    ,DS,505 Games  ,Paramount Interactive  ,0.23m,0.22m,0.00m,N/A,0.02m,06th Jan 09  
Harvest Moon GB    ,GB,Natsume  ,Victor Interactive Software  ,0.23m,N/A,N/A,0.23m,0.00m,01st Aug 98  
Colony Wars: Vengeance    ,PS,Psygnosis  ,Psygnosis  ,0.23m,0.13m,0.09m,N/A,0.02m,04th Nov 98  
Harvest Moon: The Land of Origin    ,3DS,Marvelous  ,Marvelous  ,0.23m,N/A,N/A,0.23m,N/A,23rd Feb 12  
What's Cooking? Jamie Oliver    ,DS,Atari  ,Keen Games  ,0.23m,0.20m,0.01m,N/A,0.02m,21st Oct 08  
AKB1/149: Love Election    ,PSP,Namco Bandai Games  ,ArtDink  ,0.23m,N/A,N/A,0.23m,N/A,20th Dec 12  
Rune Factory: Tides of Destiny    ,PS3,Natsume  ,Neverland Company  ,0.23m,0.14m,N/A,0.07m,0.02m,11th Oct 11  
I Love Horses    ,DS,Bold Games  ,LvivMedia  ,0.23m,0.21m,0.00m,N/A,0.01m,27th Apr 09  
Petz Monkeyz House    ,DS,Ubisoft  ,Ubisoft  ,0.22m,0.20m,0.00m,N/A,0.02m,18th Nov 08  
Discovery Kids: Dolphin Discovery    ,DS,505 Games  ,Starfish  ,0.22m,0.20m,0.00m,N/A,0.01m,24th Mar 09  
Mobile Suit Gundam Seed    ,PS2,Bandai  ,Bandai  ,0.22m,N/A,N/A,0.22m,N/A,31st Jul 03  
Lethal Skies Elite Pilot: Team SW    ,PS2,Sammy Corporation  ,"Asmik Ace Entertainment, Inc.  ",0.22m,0.11m,0.08m,N/A,0.03m,31st May 02  
Return to PopoloCrois: A Story of Seasons Fairytale    ,3DS,Xseed Games  ,Marvelous Entertainment  ,0.22m,0.09m,N/A,0.11m,0.01m,01st Mar 16  
Imagine: Detective    ,DS,Ubisoft  ,Ubisoft Sao Paulo  ,0.22m,0.14m,0.01m,N/A,0.06m,08th Sep 09  
MySims Party    ,Wii,Electronic Arts  ,EA Redwood Shores  ,0.22m,0.17m,0.03m,N/A,0.02m,10th Mar 09  
Armored Core V    ,X360,Namco Bandai  ,From Software  ,0.22m,0.13m,0.03m,0.04m,0.01m,20th Mar 12  
