title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Obscure: The Aftermath    ,Wii,Ignition Entertainment  ,Hydravision Entertainment  ,N/A  ,N/A  ,0.12m,0.11m,N/A,N/A,0.01m,25th Mar 08  
Neopets Petpet Adventures: The Wand of Wishing    ,PSP,Sony Computer Entertainment  ,Sony Computer Entertainment America  ,N/A  ,N/A  ,0.12m,0.11m,N/A,N/A,0.01m,14th Mar 06  
Echo Night    ,PS,Agetec  ,From Software  ,6.3  ,N/A  ,0.12m,0.03m,0.02m,0.07m,0.01m,31st Jul 99  
NCIS    ,PS3,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,0.12m,0.07m,0.04m,N/A,0.02m,01st Nov 11  
DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File    ,DS,Tecmo  ,Tecmo  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,05th Jun 08  
O.D.T.: Escape... Or Die Trying    ,PS,Psygnosis  ,FDI  ,N/A  ,N/A  ,0.12m,0.07m,0.05m,N/A,0.01m,28th Oct 98  
Megamind: Ultimate Showdown    ,X360,THQ  ,THQ Australia Studios Pty Ltd.  ,N/A  ,N/A  ,0.12m,0.07m,0.04m,N/A,0.01m,02nd Nov 10  
The X Files: Resist or Serve    ,PS2,VU Games  ,Black Ops Entertainment  ,N/A  ,N/A  ,0.12m,0.06m,0.05m,N/A,0.02m,16th Mar 04  
Zathura    ,PS2,2K Games  ,High Voltage Software  ,N/A  ,N/A  ,0.12m,0.06m,0.05m,N/A,0.02m,02nd Nov 05  
Batman: A Telltale Game Series    ,NS,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.12m,0.09m,0.02m,N/A,0.01m,14th Nov 17  
The Walking Dead - The Telltale Series: A New Frontier    ,XOne,Warner Bros. Interactive Entertainment  ,Telltale Games  ,N/A  ,N/A  ,0.12m,0.10m,0.01m,N/A,0.01m,28th Feb 17  
Overlord: Raising Hell    ,PS3,Codemasters  ,4J Studios  ,N/A  ,N/A  ,0.12m,0.07m,0.04m,N/A,0.02m,24th Jun 08  
Life is Strange    ,XOne,Square Enix  ,DONTNOD Entertainment  ,N/A  ,N/A  ,0.12m,0.08m,0.03m,N/A,0.01m,19th Jan 16  
Breakdown    ,XB,Namco  ,Namco  ,N/A  ,N/A  ,0.12m,0.09m,0.03m,N/A,0.00m,16th Mar 04  
Ecco the Dolphin    ,GEN,Sega  ,Novotrade International  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,0.00m,29th Jul 93  
Happy Feet Two    ,PS3,Warner Bros. Interactive  ,KMM Games  ,N/A  ,N/A  ,0.12m,0.10m,0.00m,N/A,0.02m,08th Nov 11  
The Great Ace Attorney 2 - The Resolve of Ryuunosuke Naruhodou    ,3DS,Capcom  ,Capcom  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,03rd Aug 17  
Spider-Man: Edge of Time    ,3DS,Activision  ,Beenox  ,5.5  ,N/A  ,0.12m,0.08m,0.03m,N/A,0.01m,04th Oct 11  
The Daring Game for Girls    ,DS,Majesco  ,WXP  ,N/A  ,N/A  ,0.12m,0.11m,N/A,N/A,0.01m,09th Mar 10  
Danganronpa 1-2 Reload    ,PS4,NIS America  ,Spike Chunsoft  ,N/A  ,N/A  ,0.12m,0.08m,N/A,0.02m,0.02m,14th Mar 17  
Wallace & Gromit: Curse of the Were-Rabbit    ,PS2,Konami  ,Frontier Developments  ,N/A  ,N/A  ,0.12m,0.06m,0.05m,N/A,0.02m,29th Sep 05  
Code: Realize - Guardian of Rebirth    ,PSV,Aksys Games  ,Idea Factory  ,N/A  ,N/A  ,0.12m,0.06m,N/A,0.03m,0.02m,20th Oct 15  
Subnautica    ,PS4,Gearbox Software  ,Unknown Worlds Entertainment  ,N/A  ,N/A  ,0.12m,0.07m,0.03m,N/A,0.02m,04th Dec 18  
Midnight Mysteries: The Edgar Allan Poe Conspiracy    ,DS,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,0.12m,0.08m,0.03m,N/A,0.01m,21st Sep 10  
Dragon Ball: Origins    ,DS,Atari  ,Game Republic  ,N/A  ,N/A  ,0.12m,0.08m,0.03m,N/A,0.01m,04th Nov 08  
Barbie as The Island Princess    ,PS2,Activision  ,Human Soft / Ivolgamus  ,N/A  ,N/A  ,0.12m,0.06m,0.04m,N/A,0.02m,30th Oct 07  
Marvel's Guardians of the Galaxy: The Telltale Series    ,PS4,Warner Bros. Interactive Entertainment  ,Telltale Games  ,N/A  ,N/A  ,0.12m,0.06m,0.04m,N/A,0.02m,02nd May 17  
The Clique: Diss and Make Up    ,DS,Warner Bros. Interactive  ,Gorilla Systems  ,N/A  ,N/A  ,0.12m,0.11m,0.00m,N/A,0.01m,25th Aug 09  
Rugrats: Totally Angelica     ,PS,THQ  ,ART Co.  ,N/A  ,N/A  ,0.12m,0.06m,0.04m,N/A,0.01m,13th Apr 01  
CSI: Crime Scene Investigation    ,XB,Ubisoft  ,369 Interactive  ,N/A  ,N/A  ,0.12m,0.09m,0.03m,N/A,0.00m,14th Dec 04  
Alice: Madness Returns    ,PC,Electronic Arts  ,Spicy Horse  ,6.7  ,N/A  ,0.12m,N/A,0.10m,N/A,0.01m,14th Jun 11  
Dora the Explorer: Journey to the Purple Planet    ,GC,Global Star Software  ,Take-Two Interactive  ,N/A  ,N/A  ,0.12m,0.09m,0.02m,N/A,0.00m,13th Oct 05  
Stolen Song    ,PS,Sony Computer Entertainment  ,Unknown  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.11m,0.01m,21st May 98  
Harvey Birdman: Attorney at Law    ,PS2,Capcom  ,High Voltage Software  ,N/A  ,N/A  ,0.12m,0.06m,0.04m,N/A,0.01m,08th Jan 08  
DEATH NOTE: Kira Game    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.12m,N/A,N/A,0.12m,N/A,15th Feb 07  
Sphinx and the Cursed Mummy    ,XB,THQ  ,Eurocom Entertainment Software  ,N/A  ,N/A  ,0.12m,0.09m,0.02m,N/A,0.00m,10th Nov 03  
Yakuza 1&2 HD EDITION    ,PS3,Sega  ,Sega  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,01st Nov 12  
Doukoku Shoshite...    ,SAT,Data East  ,Data East  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,0.00m,26th Feb 98  
NCIS 3D    ,3DS,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,0.11m,0.06m,0.04m,N/A,0.01m,14th Aug 12  
Shinseiki Evangelion: Koutetsu no Girlfriend    ,PS,Gainax Network Systems  ,Gainax  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,0.01m,16th Apr 98  
Minecraft: Story Mode - Season Two    ,PS4,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.11m,0.09m,N/A,0.00m,0.02m,19th Sep 17  
Mystery P.I. - Portrait of a Thief    ,DS,PopCap Games  ,Black Lantern Studios  ,N/A  ,N/A  ,0.11m,0.10m,0.00m,N/A,0.01m,23rd Dec 08  
The Hardy Boys: Treasure on the Tracks    ,DS,Sega  ,Her Interactive  ,N/A  ,N/A  ,0.11m,0.10m,N/A,N/A,0.01m,01st Sep 09  
Utawarerumono: Mask of Deception    ,PSV,Atlus  ,Aqua Plus  ,N/A  ,N/A  ,0.11m,0.02m,N/A,0.08m,0.01m,23rd May 17  
Happy Feet Two    ,3DS,Warner Bros. Interactive  ,WayForward  ,N/A  ,N/A  ,0.11m,0.08m,0.02m,N/A,0.01m,08th Nov 11  
Shinseiki Evangelion: Koutetsu no Girlfriend    ,SAT,Sega  ,Sega  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,0.00m,26th Mar 98  
Coraline    ,PS2,D3 Publisher  ,Papaya Studios  ,N/A  ,N/A  ,0.11m,0.06m,0.04m,N/A,0.01m,27th Jan 09  
The Invisible Hours    ,PS4,GameTrust  ,Tequila Works  ,N/A  ,N/A  ,0.11m,0.09m,N/A,N/A,0.02m,10th Oct 17  
Zero Escape: Zero Time Dilemma    ,PSV,Aksys Games  ,Chime  ,N/A  ,N/A  ,0.11m,0.06m,N/A,0.04m,0.02m,28th Jun 16  
Harvey Birdman: Attorney at Law     ,PSP,Capcom  ,High Voltage Software  ,N/A  ,N/A  ,0.11m,0.09m,N/A,N/A,0.02m,08th Jan 08  
Escape The Museum    ,Wii,Majesco  ,Gogii Games  ,N/A  ,N/A  ,0.11m,0.10m,0.01m,N/A,0.01m,14th Apr 09  
Gabrielle's Ghostly Groove 3D    ,3DS,Natsume  ,Natsume  ,7.5  ,N/A  ,0.11m,0.08m,0.02m,N/A,0.01m,04th Oct 11  
To Heart 2: Dungeon Travelers    ,PSP,Aquaplus  ,Aquaplus  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,30th Jun 11  
Calling    ,Wii,Hudson Soft  ,Hudson Soft  ,4.8  ,N/A  ,0.11m,0.06m,0.04m,0.00m,0.01m,09th Mar 10  
Lost Horizon    ,PC,Deep Silver  ,Animation Arts  ,N/A  ,N/A  ,0.11m,N/A,0.10m,N/A,0.02m,20th Aug 10  
Tokimeki Memorial: Girl's Side 2nd Season    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,14th Feb 08  
Jake Hunter Detective Story: Memories of the Past    ,DS,Aksys Games  ,WorkJam  ,N/A  ,N/A  ,0.11m,0.06m,0.00m,0.05m,0.00m,26th May 09  
Cloudy With A Chance of Meatballs    ,Wii,Ubisoft  ,Ubisoft Shanghai  ,6.7  ,N/A  ,0.11m,0.10m,0.00m,N/A,0.01m,15th Sep 09  
Shadow of Destiny    ,PSP,Konami  ,Konami  ,6.8  ,N/A  ,0.11m,0.09m,N/A,0.00m,0.02m,26th Jan 10  
The Spiderwick Chronicles    ,X360,Sierra Entertainment  ,Stormfront Studios  ,N/A  ,N/A  ,0.11m,0.09m,0.01m,N/A,0.01m,05th Feb 08  
Lost in Blue    ,DS,Konami  ,Konami Computer Entertainment Hawaii  ,N/A  ,N/A  ,0.11m,0.07m,0.02m,0.02m,0.01m,27th Sep 05  
Lunacy    ,SAT,Atlus  ,Sega  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,0.00m,31st May 97  
RiME    ,PS4,Grey Box  ,Tequila Works  ,7.1  ,N/A  ,0.11m,0.02m,0.07m,N/A,0.02m,26th May 17  
Higurashi no Naku Koro ni Matsuri    ,PS2,Alchemist  ,07th Expansion  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,22nd Feb 07  
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen    ,GBA,Nintendo  ,Nintendo  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,0.00m,10th Aug 04  
Avatar: The Last Airbender    ,PSP,THQ  ,AWE Games  ,6.0  ,N/A  ,0.11m,0.10m,0.00m,N/A,0.01m,10th Oct 06  
Nicktoons: Unite!    ,DS,THQ  ,Climax Group  ,N/A  ,N/A  ,0.11m,0.10m,0.00m,N/A,0.01m,10th Jan 06  
Ore no Imouto ga Konnani Kawaii Wake ga Nai Portable    ,PSP,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,17th May 12  
Charlie and the Chocolate Factory    ,XB,Global Star Software  ,High Voltage Software  ,N/A  ,N/A  ,0.11m,0.08m,0.02m,N/A,0.00m,11th Jul 05  
Touch Detective 2 1/2    ,DS,Atlus  ,"BeeWorks Co., Ltd.  ",N/A  ,N/A  ,0.11m,0.09m,N/A,0.01m,0.01m,09th Oct 07  
The Polar Express    ,GC,THQ  ,Blue Tongue  ,3.3  ,N/A  ,0.11m,0.08m,0.02m,N/A,0.00m,02nd Nov 04  
Dr. Seuss' The Cat in the Hat    ,XB,VU Games  ,Magenta Software  ,N/A  ,N/A  ,0.11m,0.08m,0.02m,N/A,0.00m,05th Nov 03  
Irozuki Tingle no Koi no Balloon Trip    ,DS,Nintendo  ,Vanpool  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,06th Aug 09  
Happy Feet Two    ,DS,Warner Bros. Interactive  ,WayForward  ,N/A  ,N/A  ,0.11m,0.09m,0.01m,N/A,0.01m,08th Nov 11  
The Hardy Boys: The Hidden Theft    ,Wii,DreamCatcher Interactive  ,XPEC Entertainment Inc.  ,N/A  ,N/A  ,0.11m,0.07m,0.03m,N/A,0.01m,22nd Sep 09  
Utawarerumono: Chiriyukusha e no Komoriuta    ,PS2,Aquaplus  ,Flight-Plan  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,26th Oct 06  
Metal Gear Solid Integral    ,PS,Konami  ,Konami  ,9.0  ,N/A  ,0.11m,N/A,N/A,0.10m,0.01m,26th Jun 99  
Machinarium    ,PC,Amanita Design  ,Amanita Design  ,8.0  ,N/A  ,0.11m,N/A,0.09m,N/A,0.02m,16th Oct 09  
Sakura Wars    ,DC,Sega  ,Overworks  ,7.6  ,N/A  ,0.11m,N/A,N/A,0.11m,N/A,25th May 00  
Martian Gothic: Unification    ,PS,Take-Two Interactive  ,Creative Reality  ,N/A  ,N/A  ,0.11m,0.06m,0.04m,N/A,0.01m,04th Nov 01  
"Grand Theft Auto: Mission Pack #1, London 1969    ",PS,Rockstar Games  ,DMA Design  ,6.7  ,N/A  ,0.11m,0.06m,0.04m,N/A,0.01m,30th Apr 99  
D    ,PS,Acclaim Entertainment  ,Warp  ,N/A  ,N/A  ,0.11m,N/A,N/A,0.10m,0.01m,01st Jan 96  
American Girl: Julie Finds a Way    ,DS,THQ  ,"Webfoot Technologies, Inc.  ",N/A  ,N/A  ,0.10m,0.10m,N/A,N/A,0.01m,03rd Dec 07  
The First Templar    ,X360,Kalypso  ,Haemimont Games  ,7.0  ,N/A  ,0.10m,0.06m,0.04m,N/A,0.01m,10th May 11  
Cloudy With a Chance of Meatballs    ,PS3,Ubisoft  ,Ubisoft Shanghai  ,6.7  ,N/A  ,0.10m,0.09m,0.01m,N/A,0.01m,15th Sep 09  
Barbie in The 12 Dancing Princesses    ,DS,Activision  ,WayForward Technologies  ,N/A  ,N/A  ,0.10m,0.09m,0.01m,N/A,0.01m,14th Jan 07  
Escape From Monkey Island    ,PS2,LucasArts  ,LucasArts  ,N/A  ,N/A  ,0.10m,0.05m,0.04m,N/A,0.01m,18th Jun 01  
JU-ON: The Grudge    ,Wii,Xseed Games  ,FeelPlus  ,4.0  ,N/A  ,0.10m,0.07m,0.01m,0.01m,0.01m,13th Oct 09  
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!    ,PSP,Sony Computer Entertainment  ,Millennium Kitchen  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,29th Jun 06  
Syberia    ,XB,XS Games  ,Microids  ,N/A  ,N/A  ,0.10m,0.08m,0.02m,N/A,0.00m,23rd Jul 03  
Disgaea Infinite    ,PSP,NIS America  ,Nippon Ichi Software  ,6.8  ,N/A  ,0.10m,0.08m,N/A,0.01m,0.02m,08th Jun 10  
Beyond Good & Evil    ,XB,Ubisoft  ,Ubisoft Montpellier  ,N/A  ,N/A  ,0.10m,0.08m,0.02m,N/A,0.00m,02nd Dec 03  
Toaru Majutsu no Index    ,PSP,Kadokawa Shoten  ,ASCII Media Works  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,27th Jan 11  
The Book of Unwritten Tales    ,PC,DreamCatcher Interactive  ,KING Art Games  ,7.9  ,N/A  ,0.10m,0.00m,0.08m,N/A,0.02m,28th Oct 11  
Miami Law    ,DS,Hudson Entertainment  ,Gaijinworks  ,5.5  ,N/A  ,0.10m,0.09m,0.00m,N/A,0.01m,09th Jun 09  
Agatha Christie: The ABC Murders    ,DS,DreamCatcher Interactive  ,DreamCatcher Interactive  ,6.0  ,N/A  ,0.10m,0.08m,0.01m,N/A,0.01m,04th Nov 09  
Blue Stinger    ,DC,Activision  ,Climax Entertainment  ,6.7  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,31st Aug 99  
Monkey Island: Special Edition Collection    ,PS3,Activision  ,LucasArts  ,N/A  ,N/A  ,0.10m,N/A,0.08m,N/A,0.02m,09th Sep 11  
Penguin no Mondai: The World    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,02nd Dec 10  
Hakuouki Portable    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,27th Aug 09  
Steins;Gate    ,PSV,5pb  ,5pb. Inc.  ,N/A  ,N/A  ,0.10m,0.04m,0.04m,N/A,0.02m,18th Sep 15  
Igor: The Game    ,Wii,SouthPeak Interactive  ,Legacy Interactive  ,N/A  ,N/A  ,0.10m,0.09m,0.00m,N/A,0.01m,16th Sep 08  
Leisure Suit Larry: Box Office Bust    ,PS3,Codemasters  ,Team17 Software  ,N/A  ,N/A  ,0.10m,0.06m,0.03m,N/A,0.01m,05th May 09  
Myst    ,DS,Empire Interactive  ,Hopelite Research  ,N/A  ,N/A  ,0.10m,0.09m,0.00m,N/A,0.01m,13th May 08  
The Whispered World    ,PC,Viva Media  ,Daedalic Entertainment  ,N/A  ,N/A  ,0.10m,N/A,0.09m,N/A,0.01m,26th Apr 10  
Indigo Prophecy    ,XB,Atari  ,Quantic Dream  ,N/A  ,N/A  ,0.10m,0.07m,0.03m,N/A,0.00m,26th Sep 05  
"Sakura Wars 2: Kimi, Shinitamou koto Nakare    ",DC,Sega  ,Overworks  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,0.00m,21st Sep 00  
Lucky * Star: Ryouou Gakuen Outousai    ,PS2,Kadokawa Shoten  ,Type-Moon  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,24th Jan 08  
Mystery Stories: Curse of the Ancient Spirits    ,DS,Unknown  ,Avanquest Software  ,N/A  ,N/A  ,0.10m,0.05m,0.04m,N/A,0.01m,28th Jun 11  
Cate West: The Vanishing Files    ,DS,Destineer  ,Magellan Interactive  ,N/A  ,N/A  ,0.10m,0.08m,0.01m,N/A,0.01m,15th Dec 08  
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen    ,GBA,Nintendo  ,Nintendo  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,0.00m,10th Aug 04  
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou     ,DS,Alchemist  ,Alchemist  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,27th Nov 08  
Pajama Sam: Don't Fear the Dark    ,Wii,Majesco  ,Mistic Studios  ,N/A  ,N/A  ,0.10m,0.09m,N/A,N/A,0.01m,26th Aug 08  
The Walking Dead: Season Two    ,X360,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.10m,0.04m,0.05m,N/A,0.01m,14th Oct 14  
Happy Feet Two    ,X360,Warner Bros. Interactive  ,KMM Games  ,N/A  ,N/A  ,0.10m,0.08m,0.01m,N/A,0.01m,08th Nov 11  
iCarly 2: iJoin The Click!    ,Wii,Activision  ,Blitz Games  ,N/A  ,N/A  ,0.10m,0.08m,0.01m,N/A,0.01m,16th Nov 10  
Hakuoki: Demon of the Fleeting Blossom    ,PSP,Aksys Games  ,Idea Factory  ,N/A  ,N/A  ,0.10m,0.08m,N/A,N/A,0.01m,14th Feb 12  
CSI: Hard Evidence    ,X360,Ubisoft  ,Telltale Games  ,N/A  ,N/A  ,0.10m,0.07m,0.02m,N/A,0.01m,26th Sep 07  
Shadow Master    ,PS,Sony Computer Entertainment  ,Hammerhead  ,N/A  ,N/A  ,0.10m,0.05m,0.04m,N/A,0.01m,31st Dec 97  
Man vs. Wild    ,X360,Crave Entertainment  ,Scientifically Proven  ,N/A  ,N/A  ,0.10m,0.09m,N/A,N/A,0.01m,26th Apr 11  
Déraciné    ,PS4,Sony Interactive Entertainment  ,From Software  ,N/A  ,N/A  ,0.10m,0.07m,N/A,0.01m,0.02m,06th Nov 18  
Kiniro no Corda 3    ,PSP,KOEI  ,Koei  ,N/A  ,N/A  ,0.10m,N/A,N/A,0.10m,N/A,25th Feb 10  
Touch Detective    ,DS,Atlus  ,"BeeWorks Co., Ltd.  ",N/A  ,N/A  ,0.10m,0.06m,0.03m,N/A,0.01m,24th Oct 06  
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure    ,GC,Activision  ,MagicWand  ,N/A  ,N/A  ,0.09m,0.07m,0.02m,N/A,0.00m,08th Nov 05  
PhotoKano    ,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,02nd Feb 12  
Scooby-Doo! Who's Watching Who?    ,DS,THQ  ,THQ  ,N/A  ,N/A  ,0.09m,0.08m,0.01m,N/A,0.01m,16th Oct 06  
Hakuouki: Zuisouroku Portable    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,26th Aug 10  
Sound Novel Machi    ,SAT,ChunSoft  ,ChunSoft  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,0.00m,22nd Jan 98  
The Daring Game for Girls    ,Wii,Majesco  ,WXP  ,N/A  ,N/A  ,0.09m,0.09m,N/A,N/A,0.01m,09th Mar 10  
The Wolf Among Us    ,PS3,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.09m,0.05m,0.02m,N/A,0.02m,04th Nov 14  
Back to the Future: The Game    ,PS3,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.09m,0.07m,0.01m,N/A,0.01m,25th Oct 11  
Obscure: The Aftermath    ,PSP,Playlogic Game Factory  ,Hydravision Entertainment  ,6.5  ,N/A  ,0.09m,0.05m,0.03m,N/A,0.01m,29th Sep 09  
The Seven Deadly Sins: Unjust Sin    ,3DS,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,11th Feb 15  
Blood: The Last Vampire (Joukan)    ,PS2,Sony Computer Entertainment  ,Sugar & Rockets  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,21st Dec 00  
Pillow Pets    ,DS,GameMill  ,GameMill Publishing  ,N/A  ,N/A  ,0.09m,0.08m,N/A,N/A,0.01m,11th Oct 11  
Life Is Strange: Before the Storm    ,XOne,Square Enix  ,Deck Nine  ,N/A  ,2.7  ,0.09m,0.07m,0.00m,N/A,0.01m,06th Mar 18  
The Wolf Among Us    ,XOne,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.09m,0.06m,0.02m,N/A,0.01m,04th Nov 14  
The Mummy: Tomb of the Dragon Emperor    ,DS,Sierra Entertainment  ,Artificial Mind and Movement  ,N/A  ,N/A  ,0.09m,0.08m,0.00m,N/A,0.01m,22nd Jul 08  
The Mummy: Tomb of the Dragon Emperor    ,Wii,Sierra Entertainment  ,Eurocom Entertainment Software  ,N/A  ,N/A  ,0.09m,0.08m,0.00m,N/A,0.01m,22nd Jul 08  
Agatha Christie: Evil Under the Sun    ,Wii,The Adventure Company  ,AWE Games  ,N/A  ,N/A  ,0.09m,0.06m,0.02m,N/A,0.01m,19th Nov 08  
Tim Burton's The Nightmare Before Christmas: Oogie's Revenge    ,XB,Buena Vista  ,Capcom  ,N/A  ,N/A  ,0.09m,0.06m,0.02m,N/A,0.00m,10th Oct 05  
Grand Theft Auto: The Trilogy    ,XB,Rockstar Games  ,Rockstar North  ,N/A  ,N/A  ,0.09m,0.06m,0.02m,N/A,0.00m,19th Oct 05  
LEGO Batman: The Videogame    ,PC,Warner Bros. Interactive  ,Traveller's Tales  ,7.4  ,N/A  ,0.09m,0.04m,0.03m,N/A,0.01m,23rd Sep 08  
L: the proLogue to DEATH NOTE - Rasen no Wana    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.09m,N/A,N/A,0.09m,N/A,07th Feb 08  
Cloudy With a Chance of Meatballs    ,X360,Ubisoft  ,Ubisoft Shanghai  ,6.7  ,N/A  ,0.09m,0.07m,0.00m,N/A,0.01m,15th Sep 09  
Cyberia    ,PS,Interplay  ,"Xatrix Entertainment, Inc.  ",N/A  ,N/A  ,0.09m,0.05m,0.03m,N/A,0.01m,01st Jan 96  
Monster House    ,GBA,THQ  ,Artificial Mind and Movement  ,N/A  ,N/A  ,0.09m,0.06m,0.02m,N/A,0.00m,18th Jul 06  
Aibou DS    ,DS,Tecmo  ,Tecmo  ,N/A  ,N/A  ,0.08m,N/A,N/A,0.08m,N/A,05th Mar 09  
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen    ,GBA,Nintendo  ,Pax Softonica  ,N/A  ,N/A  ,0.08m,N/A,N/A,0.08m,0.00m,10th Aug 04  
Princess Isabella: A Witch's Curse    ,DS,GSP  ,Gogii Games  ,N/A  ,N/A  ,0.08m,0.05m,0.03m,N/A,0.01m,03rd Sep 10  
Agatha Christie's The ABC Murders    ,PS4,Unfinished Pixel  ,Artefacts Studio  ,N/A  ,N/A  ,0.08m,0.05m,0.02m,N/A,0.02m,23rd Feb 16  
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure    ,GBA,Activision  ,Humagade  ,N/A  ,N/A  ,0.08m,0.06m,0.02m,N/A,0.00m,08th Nov 05  
Prisoner of War    ,XB,Codemasters  ,Wide Games  ,N/A  ,N/A  ,0.08m,0.06m,0.02m,N/A,0.00m,26th Aug 02  
Murder in Venice    ,DS,City Interactive  ,City Interactive  ,N/A  ,N/A  ,0.08m,0.05m,0.03m,N/A,0.01m,16th May 11  
Cloudy With a Chance of Meatballs    ,PSP,Ubisoft  ,Ubisoft Shanghai  ,6.0  ,N/A  ,0.08m,0.07m,0.00m,N/A,0.01m,15th Sep 09  
Gray Matter    ,PC,Viva Media  ,Wizarbox Studios  ,7.3  ,N/A  ,0.08m,0.02m,0.05m,N/A,0.01m,22nd Feb 11  
Harvey Birdman: Attorney at Law    ,Wii,Capcom  ,High Voltage Software  ,N/A  ,N/A  ,0.08m,0.08m,N/A,N/A,0.01m,08th Jan 08  
Martian Panic    ,Wii,Zoo Games  ,Norbert Palacz  ,N/A  ,N/A  ,0.08m,0.08m,0.00m,N/A,0.01m,24th Aug 10  
Tokimeki Memorial: Girl's Side    ,PS2,Konami  ,Tenky  ,N/A  ,N/A  ,0.08m,N/A,N/A,0.08m,N/A,20th Jun 02  
Adventure Time: The Secret of the Nameless Kingdom    ,3DS,Little Orbit  ,WayForward Technologies  ,N/A  ,N/A  ,0.08m,0.00m,0.08m,N/A,0.00m,18th Oct 14  
The Hidden    ,3DS,Majesco  ,1st Playable Productions  ,N/A  ,N/A  ,0.08m,0.08m,N/A,N/A,0.01m,04th Oct 11  
The Spiderwick Chronicles    ,DS,Sierra Entertainment  ,Stormfront Studios  ,N/A  ,N/A  ,0.08m,0.07m,0.00m,N/A,0.01m,05th Feb 08  
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei    ,DS,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.08m,N/A,N/A,0.08m,N/A,05th Feb 09  
The Sexy Brutale    ,PS4,Badland Games  ,Tequila Works  ,N/A  ,N/A  ,0.08m,0.05m,0.02m,N/A,0.01m,29th Aug 17  
Man vs. Wild    ,PS3,Crave Entertainment  ,Scientifically Proven  ,N/A  ,N/A  ,0.08m,0.07m,N/A,N/A,0.01m,26th Apr 11  
