title,link,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating,platform,total_sale,na_sale,pal_sale,japan_sale,other_sale
Star Ocean: The Last Hope,/game/xbox-360/star-ocean-the-last-hope,24-Feb-09,72,7.3,"Square Enix, Tri-Ace",Square Enix,"Role-Playing, Console-style RPG, Action RPG, Console-style RPG, Japanese-Style",T,Xbox 360,0.79,0.32,0.20,0.21,0.06
Ultimate Ghosts 'n Goblins,/game/psp/ultimate-ghosts-n-goblins,29-Aug-06,72,8,TOSE,Capcom,"Action, Platformer, Platformer, 2D, 2D",E10+,PSP,0.08,0.07,0.00,N/A,0.01
NBA Live 18,/game/playstation-4/nba-live-18,15-Sep-17,72,5.9,EA Sports,Electronic Arts,"Sports, Team, Basketball, Sim",E,PlayStation 4,0.24,0.20,N/A,N/A,0.05
The Club,/game/playstation-3/the-club,19-Feb-08,72,6.4,Bizarre Creations,Sega,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",M,PlayStation 3,0.27,0.15,0.10,N/A,0.02
Tiger Woods PGA Tour 08,/game/psp/tiger-woods-pga-tour-08,28-Aug-07,72,tbd,EA Salt Lake,EA Sports,"Sports, Traditional, Individual, Golf, Sim, Sim",E,PSP,1.02,0.93,0.01,N/A,0.08
Mirror's Edge Catalyst,/game/xbox-one/mirrors-edge-catalyst,7-Jun-16,72,5.7,EA DICE,Electronic Arts,"Action, Shooter, First-Person, Modern, Modern, Modern, Action Adventure, General",T,Xbox One,0.42,0.13,0.19,0.03,0.06
Dragon Ball Z: Burst Limit,/game/xbox-360/dragon-ball-z-burst-limit,10-Jun-08,72,7.8,"Dimps Corporation, Namco Bandai Games",Atari,"Action, Fighting, Fighting, 3D, 3D",T,Xbox 360,0.85,0.22,0.34,0.18,0.12
The Sims: Life Stories,/game/pc/the-sims-life-stories,6-Feb-07,72,7.5,Maxis,EA Games,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",T,PC,0.01,N/A,0.01,N/A,0.00
Shrek 2,/game/game-boy-advance/shrek-2,28-Apr-04,72,4.8,Vicarious Visions,Activision,"Action, Platformer, 3D",E,Game Boy Advance,1.86,1.12,0.69,0.03,0.02
Sonic Heroes,/game/gamecube/sonic-heroes,5-Jan-04,72,7.9,Sonic Team,Sega,"Action, Platformer, 3D",E,GameCube,2.96,1.04,1.37,0.06,0.49
Secret Weapons Over Normandy,/game/pc/secret-weapons-over-normandy,18-Nov-03,72,7.6,Totally Games,LucasArts,"Simulation, Flight, WWII, WWII, Combat",T,PC,0.48,0.24,0.18,N/A,0.06
Romance of the Three Kingdoms VII,/game/playstation-2/romance-of-the-three-kingdoms-vii,25-Jun-02,72,8.6,Koei,Koei,"Strategy, Turn-Based, Historic",E,PlayStation 2,0.32,0.08,0.06,0.16,0.02
Pirates: The Legend of Black Kat,/game/playstation-2/pirates-the-legend-of-black-kat,17-Feb-02,72,8.3,Westwood Studios,Electronic Arts,"Action Adventure, Fantasy",T,PlayStation 2,0.14,0.07,0.05,N/A,0.02
ESPN International Track & Field,/game/playstation-2/espn-international-track-field,25-Oct-00,72,7.3,Konami Computer Entertainment Osaka,Konami,"Sports, Olympic Sports",E,PlayStation 2,0.19,0.09,0.07,N/A,0.02
Fantavision,/game/playstation-2/fantavision,25-Oct-00,72,6.6,SCEJ,SCEA,"Miscellaneous, Puzzle, General",E,PlayStation 2,0.47,0.14,0.11,0.19,0.04
Skylanders Imaginators,/game/switch/skylanders-imaginators,3-Mar-17,72,5.4,Toys for Bob,Activision,"Action, Platformer, 3D",E10+,Switch,0.45,0.19,0.22,N/A,0.04
Let It Die,/game/playstation-4/let-it-die,3-Dec-16,72,7.1,Grasshopper Manufacture,GungHo,"Action, Role-Playing, General, Action RPG",M,PlayStation 4,0.01,N/A,0.01,0.01,0.00
FlatOut,/game/pc/flatout,12-Jul-05,72,7.7,Bugbear,Empire Interactive,"Driving, Racing, Demolition Derby, Arcade, Demolition Derby, Automobile",T,PC,0.38,0.19,0.15,N/A,0.05
State of Decay: Year One Survival Edition,/game/xbox-one/state-of-decay-year-one-survival-edition,28-Apr-15,72,6.8,Undead Labs,Microsoft Game Studios,"Horror, Action Adventure, Survival",M,Xbox One,0.21,0.14,0.05,N/A,0.02
WWE 2K16,/game/xbox-one/wwe-2k16,27-Oct-15,72,5.3,Yuke's,2K Sports,"Action, Sports, General, Individual, Combat, Wrestling",T,Xbox One,1.29,0.43,0.65,N/A,0.21
NHL 07,/game/pc/nhl-07,12-Sep-06,72,4.2,EA Sports,EA Sports,"Sports, Traditional, Team, Ice Hockey, Sim, Sim",E10+,PC,0.51,0.42,0.02,N/A,0.07
Puzzle Quest: Galactrix,/game/pc/puzzle-quest-galactrix,24-Feb-09,72,6.7,Infinite Interactive,D3Publisher,"Miscellaneous, Puzzle, Puzzle, Puzzle, Matching, Matching",E10+,PC,0.16,0.15,0.00,N/A,0.01
Total Overdose: A Gunslinger's Tale in Mexico,/game/pc/total-overdose-a-gunslingers-tale-in-mexico,27-Sep-05,72,7.6,Deadline Games,Eidos Interactive,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",M,PC,0.09,0.04,0.04,N/A,0.01
Resonance of Fate,/game/playstation-3/resonance-of-fate,16-Mar-10,72,8,Tri-Ace,Sega,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",T,PlayStation 3,0.74,0.20,0.22,0.24,0.08
rain,/game/playstation-3/rain,1-Oct-13,72,7.8,SCE Japan Studio,SCEA,"Miscellaneous, Action Adventure, Fantasy, General, General, Fantasy, Linear",E10+,PlayStation 3,0.05,N/A,N/A,0.05,N/A
Call of Juarez,/game/pc/call-of-juarez,12-Jun-07,72,7.7,Techland,Ubisoft,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",M,PC,0.18,0.14,0.02,0.00,0.01
Ray Gigant,/game/playstation-vita/ray-gigant,3-May-16,72,8.1,Bandai Namco Games,Bandai Namco Games,"Role-Playing, General",T,PlayStation Vita,0.05,N/A,N/A,0.05,N/A
Max: The Curse of Brotherhood,/game/xbox-one/max-the-curse-of-brotherhood,20-Dec-13,72,7.4,Press Play,Microsoft Game Studios,"Fantasy, Action Adventure, General, Fantasy",E10+,Xbox One,0.01,0.01,N/A,N/A,0.00
Tom Clancy's Rainbow Six: Lockdown,/game/gamecube/tom-clancys-rainbow-six-lockdown,27-Sep-05,72,7.8,"Red Storm Entertainment, Ubisoft Montreal",Ubisoft,"Action, Shooter, First-Person, Tactical, Modern",M,GameCube,0.41,0.26,0.13,N/A,0.02
Dragon Ball: Xenoverse 2,/game/playstation-4/dragon-ball-xenoverse-2,25-Oct-16,72,7.4,Dimps Corporation,Bandai Namco Games,"Action, Fighting, 3D",T,PlayStation 4,1.5,0.54,0.59,0.14,0.23
Attack on Titan 2,/game/switch/attack-on-titan-2,20-Mar-18,72,7.1,Omega Force,Koei Tecmo Games,"Action, General",M,Switch,0.23,0.12,0.02,0.08,0.02
DiRT Showdown,/game/pc/dirt-showdown,23-May-12,72,5.7,Codemasters,Codemasters,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",E10+,PC,0.23,0.08,0.13,N/A,0.02
Dragon Ball Z: Budokai Tenkaichi 3,/game/wii/dragon-ball-z-budokai-tenkaichi-3,3-Dec-07,72,8.6,"Spike, Namco Bandai Games",Atari,"Action, Fighting, Fighting, 3D, 3D",T,Wii,3,1.15,0.00,0.76,1.09
Blazing Angels 2: Secret Missions of WWII,/game/pc/blazing-angels-2-secret-missions-of-wwii,21-Sep-07,72,4.9,Ubisoft Romania,Ubisoft,"Simulation, Flight, WWII, WWII, Combat",T,PC,0.15,0.10,0.03,N/A,0.02
Dungeon Siege III,/game/xbox-360/dungeon-siege-iii,21-Jun-11,72,5.9,Obsidian Entertainment,Square Enix,"Role-Playing, Action RPG, General, Action RPG",T,Xbox 360,0.39,0.17,0.13,0.03,0.06
UEFA Champions League 2006-2007,/game/playstation-2/uefa-champions-league-2006-2007,20-Mar-07,72,7.4,EA Canada,EA Games,"Sports, Traditional, Soccer, Management",E,PlayStation 2,0.05,0.04,0.01,N/A,0.00
Syberia,/game/xbox/syberia,23-Jul-03,72,7,Microids,XS Games,"Adventure, Third-Person, Fantasy",T,Xbox,0.13,0.10,0.02,N/A,0.01
LEGO The Hobbit,/game/playstation-4/lego-the-hobbit,8-Apr-14,72,6.6,TT Games,Warner Bros. Interactive Entertainment,"Historic, Action Adventure, General, Fantasy",E10+,PlayStation 4,0.62,0.14,0.39,N/A,0.10
Medal of Honor,/game/pc/medal-of-honor,12-Oct-10,72,6.4,"Dice, Danger Close",Electronic Arts,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PC,2.82,1.28,1.04,0.07,0.43
WWE '12,/game/playstation-3/wwe-12,22-Nov-11,72,6.8,Yuke's,THQ,"Action, Sports, Fighting, Fighting, Individual, Wrestling, Combat, Wrestling",T,PlayStation 3,1.27,0.74,0.40,0.00,0.12
Wolfenstein,/game/xbox-360/wolfenstein,18-Aug-09,72,7.5,"id Software, Raven Software",Activision,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",M,Xbox 360,0.63,0.25,0.27,N/A,0.11
Styx: Shards of Darkness,/game/pc/styx-shards-of-darkness,14-Mar-17,72,7.7,Cyanide,Focus Home Interactive,"Action Adventure, General",M,PC,0.07,0.06,N/A,N/A,0.01
Section 8,/game/pc/section-8,25-Aug-09,72,6.9,TimeGate Studios,SouthPeak Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T,PC,0.27,0.15,0.09,N/A,0.02
Champions Online,/game/pc/champions-online,1-Sep-09,72,6.1,Cryptic Studios,Atari,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Sci-Fi, Sci-Fi",T,PC,0.01,N/A,0.01,N/A,0.00
The Raven Remastered,/game/playstation-4/the-raven-remastered,13-Mar-18,72,5.4,THQ Nordic,THQ Nordic,"Adventure, Point-and-Click",T,PlayStation 4,0.03,0.03,N/A,N/A,0.01
Sword Art Online: Fatal Bullet,/game/xbox-one/sword-art-online-fatal-bullet,23-Feb-18,72,7.4,Dimps Corporation,Bandai Namco Games,"Action, Shooter, Third-Person, Arcade",T,Xbox One,0.29,0.11,0.03,0.13,0.03
Duke Nukem 3D: 20th Anniversary World Tour,/game/pc/duke-nukem-3d-20th-anniversary-world-tour,11-Oct-16,72,6.8,Gearbox Software,Gearbox Software,"Action, Shooter, First-Person, Arcade",M,PC,0.09,0.08,N/A,N/A,0.01
Psycho-Pass: Mandatory Happiness,/game/playstation-4/psycho-pass-mandatory-happiness,13-Sep-16,72,6.7,5pb,NIS America,"Adventure, Visual Novel",T,PlayStation 4,0.15,0.10,0.02,N/A,0.03
Way of the Samurai 4,/game/pc/way-of-the-samurai-4,23-Jul-15,72,7.3,Acquire,Ghostlight,"Action Adventure, Historic, Open-World",M,PC,0.2,N/A,0.03,0.16,0.01
The Inner World,/game/pc/the-inner-world,27-Sep-13,72,7.7,Headup Games,Meridian4,"Adventure, General, General, Point-and-Click",T,PC,0.03,N/A,0.03,N/A,0.00
Brink,/game/playstation-3/brink,10-May-11,72,5.8,Splash Damage,Bethesda Softworks,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",T,PlayStation 3,1.04,0.59,0.35,0.01,0.09
LEGO Harry Potter: Years 1-4,/game/ds/lego-harry-potter-years-1-4,29-Jun-10,72,7.6,TT Fusion,Warner Bros. Interactive Entertainment,"Action Adventure, Fantasy, General, Fantasy, Linear",E10+,DS,2.45,1.29,0.94,N/A,0.22
Stoked: Big Air Edition,/game/xbox-360/stoked-big-air-edition,23-Nov-09,72,7.7,Bongfish,Destineer,"Sports, Alternative, Individual, Snowboarding, Snowboarding, Ski / Snowboard",T,Xbox 360,0.04,0.02,0.02,N/A,0.00
Juiced 2: Hot Import Nights,/game/ds/juiced-2-hot-import-nights,17-Sep-07,72,tbd,Juice Games,THQ,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",T,DS,0.63,0.22,0.34,N/A,0.07
Carol Vorderman's Sudoku,/game/psp/carol-vordermans-sudoku,6-Mar-07,72,tbd,Empire Interactive,Eidos Interactive,"Miscellaneous, Puzzle, Puzzle, Puzzle, Logic, Logic",E,PSP,0.28,N/A,0.23,N/A,0.05
Naruto: Clash of Ninja,/game/gamecube/naruto-clash-of-ninja,7-Mar-06,72,7.9,Tomy Corporation,D3,"Action, Fighting, 3D",T,GameCube,0.68,0.53,0.14,N/A,0.02
Sega GT Online,/game/xbox/sega-gt-online,27-Jan-04,72,7.4,Wow Entertainment,Sega,"Driving, Racing, GT / Street",T,Xbox,0.08,0.06,0.02,N/A,0.00
Dynasty Warriors 4: Xtreme Legends,/game/playstation-2/dynasty-warriors-4-xtreme-legends,4-Nov-03,72,8.3,Omega Force,Koei,"Action, Beat-'Em-Up",T,PlayStation 2,0.86,0.17,0.13,0.51,0.04
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,/game/game-boy-advance/yu-gi-oh!-worldwide-edition-stairway-to-the-destined-duel,8-Apr-03,72,8.6,KCEJ,Konami,"Miscellaneous, Card Battle",E,Game Boy Advance,0.95,0.68,0.25,N/A,0.02
Summoner: A Goddess Reborn,/game/gamecube/summoner-a-goddess-reborn,31-Jan-03,72,8.2,Cranky Pants Games,THQ,"Role-Playing, Action RPG",T,GameCube,0.05,0.04,0.01,N/A,0.00
Swingerz Golf,/game/gamecube/swingerz-golf,23-Oct-02,72,7.3,Telenet,Eidos Interactive,"Sports, Traditional, Golf, Arcade",E,GameCube,0.08,0.06,0.02,N/A,0.00
NFL Fever 2003,/game/xbox/nfl-fever-2003,5-Aug-02,72,8.5,Microsoft Game Studios,Microsoft Game Studios,"Sports, Traditional, Football, Sim",E,Xbox,0.61,0.46,0.13,N/A,0.02
Apex Construct,/game/playstation-4/apex-construct,20-Feb-18,72,6.5,Fast Travel Games,Fast Travel Games,"Action, Shooter, Light Gun",E10+,PlayStation 4,0.05,0.04,N/A,N/A,0.01
Mercenaries 2: World in Flames,/game/playstation-3/mercenaries-2-world-in-flames,31-Aug-08,72,7.1,Pandemic Studios,Electronic Arts,"Action Adventure, Modern, Modern, Open-World",T,PlayStation 3,1.06,0.65,0.30,0.01,0.10
Final Fantasy Type-0 HD,/game/xbox-one/final-fantasy-type-0-hd,17-Mar-15,72,8.2,HexaDrive,Square Enix,"Role-Playing, Action RPG",M,Xbox One,1.04,0.40,0.33,0.16,0.15
Styx: Shards of Darkness,/game/xbox-one/styx-shards-of-darkness,14-Mar-17,72,7.4,Cyanide,Focus Home Interactive,"Action Adventure, General",M,Xbox One,0.07,0.06,N/A,N/A,0.01
Justice League Heroes: The Flash,/game/game-boy-advance/justice-league-heroes-the-flash,17-Oct-06,72,7.4,WayForward,Warner Bros. Interactive Entertainment,"Action, Beat-'Em-Up",E10+,Game Boy Advance,0.03,0.02,0.01,N/A,0.00
Gray Matter,/game/pc/gray-matter,22-Feb-11,72,7.6,Wizarbox,Viva Media,"Adventure, General, General, Point-and-Click",T,PC,0.08,0.02,0.05,N/A,0.01
Zoo Tycoon 2,/game/pc/zoo-tycoon-2,11-Nov-04,72,7.9,Blue Fang Games,Microsoft Game Studios,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",E,PC,0.06,N/A,0.05,N/A,0.01
Patapon,/game/playstation-4/patapon,1-Aug-17,72,6.3,Sony Interactive Entertainment,Sony Interactive Entertainment,"Action, Rhythm, Music",E,PlayStation 4,0.82,0.33,0.25,0.07,0.17
Dungeon Siege III,/game/pc/dungeon-siege-iii,20-Jun-11,72,4.7,Obsidian Entertainment,Square Enix,"Role-Playing, Action RPG, General, Action RPG",T,PC,0.39,0.17,0.13,0.03,0.06
Test Drive Unlimited 2,/game/pc/test-drive-unlimited-2,8-Feb-11,72,5.8,"Eden Studios, Eden",Atari,"Driving, Racing, Simulation, General, General, Automobile",T,PC,0.68,0.30,0.32,0.00,0.06
Dynasty Warriors 3: Xtreme Legends,/game/playstation-2/dynasty-warriors-3-xtreme-legends,11-Jan-03,72,8.5,Omega Force,Koei,"Action, Beat-'Em-Up",T,PlayStation 2,1,0.13,0.10,0.74,0.03
Robotech: Battlecry,/game/playstation-2/robotech-battlecry,25-Sep-02,72,8.2,Vicious Cycle,TDK Mediactive,"Action, Shooter, Third-Person, Sci-Fi",T,PlayStation 2,0.61,0.30,0.23,N/A,0.08
Outlaw Golf,/game/xbox/outlaw-golf,10-Jun-02,72,6.9,Simon & Schuster,Simon & Schuster,"Sports, Traditional, Golf, Arcade",T,Xbox,0.29,0.22,0.06,N/A,0.01
Tetris Party Deluxe,/game/wii/tetris-party-deluxe,25-May-10,72,5.8,"Tetris Online, Inc",Majesco Games,"Miscellaneous, Puzzle, Puzzle, Puzzle, Stacking, Stacking",E,Wii,0.77,0.28,0.30,0.12,0.07
Banjo-Kazooie: Grunty's Revenge,/game/game-boy-advance/banjo-kazooie-gruntys-revenge,10-Sep-03,72,8.2,Rare Ltd.,THQ,"Action, Platformer, 2D",E,Game Boy Advance,0.33,0.24,0.09,N/A,0.01
Mario & Sonic at the Olympic Winter Games,/game/wii/mario-sonic-at-the-olympic-winter-games,13-Oct-09,72,7.5,"Sega, Sega Sports R&D",Sega,"Sports, Olympic Sports, Olympic Sports, Individual, Athletics",E,Wii,4.54,1.87,1.97,0.22,0.48
The Sims 4: Get Together,/game/pc/the-sims-4-get-together,8-Dec-15,72,7.2,Maxis,Electronic Arts,"Simulation, Virtual, Virtual Life",T,PC,0.35,0.05,0.27,N/A,0.02
Fate/Unlimited Codes,/game/psp/fateunlimited-codes,3-Sep-09,72,7.8,Eighting,Capcom,"Action, Fighting, Fighting, 3D, 3D",T,PSP,0.14,N/A,N/A,0.14,N/A
Blood Bowl 2,/game/playstation-4/blood-bowl-2,22-Sep-15,72,7,Cyanide,Focus Home Interactive,"Sports, General, Team, Football, Arcade",T,PlayStation 4,0,N/A,0.00,N/A,0.00
Guitar Hero: Warriors of Rock,/game/xbox-360/guitar-hero-warriors-of-rock,28-Sep-10,72,6.7,Neversoft Entertainment,Activision,"Action, Miscellaneous, Rhythm, Music Maker, Music, Music",T,Xbox 360,0.96,0.47,0.41,N/A,0.09
Drawn to Life: The Next Chapter,/game/ds/drawn-to-life-the-next-chapter,27-Oct-09,72,7.8,5TH Cell,THQ,"Miscellaneous, Action Adventure, Puzzle, Puzzle, General, Puzzle, Sandbox, General",E,DS,0.75,0.28,0.39,N/A,0.08
Binary Domain,/game/playstation-3/binary-domain,28-Feb-12,72,8.3,Sega,Sega,"Action, Action Adventure, General, Shooter, Sci-Fi, Sci-Fi, Shooter, Third-Person, Tactical, Sci-Fi",M,PlayStation 3,0.33,0.09,0.07,0.14,0.03
Halo 2,/game/pc/halo-2,31-May-07,72,6,Microsoft Game Studios,Microsoft Game Studios,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,8.49,6.82,1.53,0.05,0.08
Deadly Creatures,/game/wii/deadly-creatures,9-Feb-09,72,8.5,Rainbow Studios,THQ,"Action, Action Adventure, Platformer, Platformer, Linear, 3D, 3D",T,Wii,0.22,0.08,0.12,N/A,0.02
Jak and Daxter: The Lost Frontier,/game/playstation-2/jak-and-daxter-the-lost-frontier,3-Nov-09,72,5.5,High Impact Games,SCEA,"Action Adventure, Sci-Fi",E10+,PlayStation 2,0.62,0.18,0.28,0.00,0.16
Blood Bowl,/game/pc/blood-bowl,25-Jun-09,72,6.5,Cyanide,SouthPeak Games,"Sports, Alternative, Team, Individual, Football, Other, Other, Arcade",T,PC,0.17,0.13,0.02,N/A,0.01
FIFA World Cup: Germany 2006,/game/xbox-360/fifa-world-cup-germany-2006,24-Apr-06,72,6.6,EA Canada,Electronic Arts,"Sports, Traditional, Team, Soccer, Sim, Sim",E,Xbox 360,0.03,0.02,0.01,N/A,0.00
LEGO Indiana Jones 2: The Adventure Continues,/game/wii/lego-indiana-jones-2-the-adventure-continues,17-Nov-09,72,6.3,Traveller's Tales,LucasArts,"Action Adventure, Historic, General, Historic",E10+,Wii,1.41,0.90,0.38,N/A,0.13
Steep,/game/xbox-one/steep,2-Dec-16,72,6.5,Ubisoft Annecy,Ubisoft,"Sports, Individual, Ski / Snowboard",T,Xbox One,1.01,0.23,0.60,0.02,0.15
Disney Art Academy,/game/3ds/disney-art-academy,13-May-16,72,7.1,Headstrong Games,Nintendo,"Miscellaneous, Edutainment, Application",E,3DS,0.2,0.04,0.06,0.10,0.01
50 Cent: Blood on the Sand,/game/playstation-3/50-cent-blood-on-the-sand,24-Feb-09,72,6.8,Swordfish Studios,THQ,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",M,PlayStation 3,0.21,0.12,0.07,0.00,0.02
Major League Baseball 2K11,/game/playstation-3/major-league-baseball-2k11,8-Mar-11,72,6.3,Visual Concepts,2K Sports,"Sports, Traditional, Team, Baseball, Sim, Sim",E,PlayStation 3,0.45,0.40,0.03,N/A,0.03
Saints Row 2,/game/pc/saints-row-2,5-Jan-09,72,6.8,Volition Inc.,THQ,"Action Adventure, Modern, Modern, Open-World",M,PC,3.07,1.98,0.79,0.02,0.28
Tiger Woods PGA Tour 08,/game/wii/tiger-woods-pga-tour-08,28-Aug-07,72,7,EA Salt Lake,EA Sports,"Sports, Traditional, Individual, Golf, Sim, Sim",E,Wii,1.02,0.93,0.01,N/A,0.08
The Godfather,/game/pc/the-godfather,21-Mar-06,72,6.4,Headgate,Electronic Arts,"Action Adventure, Historic, General, Historic, Open-World",M,PC,1.09,0.89,0.03,0.01,0.15
Candle: The Power of the Flame,/game/switch/candle-the-power-of-the-flame,26-Jul-18,72,7.6,Teku Studios,Merge Games,"Action, Platformer, 2D",E10+,Switch,0.01,0.01,N/A,N/A,0.00
Borderlands 2 VR,/game/playstation-4/borderlands-2-vr,14-Dec-18,72,7.3,Gearbox Software,2K Games,"Action, Shooter, First-Person, Arcade",M,PlayStation 4,0.09,0.07,N/A,N/A,0.02
IndyCar Series,/game/pc/indycar-series,23-Sep-03,72,7.7,Codemasters,Codemasters,"Driving, Racing, Simulation, Formula One, Formula One, Automobile",E,PC,0.12,0.06,0.05,N/A,0.02
Bombastic,/game/playstation-2/bombastic,27-Aug-03,72,7.2,Shift,Capcom,"Miscellaneous, Puzzle, Puzzle, General",E,PlayStation 2,0.05,0.03,0.02,N/A,0.01
F1 2002,/game/gamecube/f1-2002,22-Jun-02,72,7.8,EA Sports,EA Sports,"Driving, Racing, Formula One",E,GameCube,0.12,0.05,0.04,0.02,0.01
The Sum of All Fears,/game/pc/the-sum-of-all-fears,28-May-02,72,7.1,Red Storm Entertainment,Ubisoft,"Action, Shooter, Shooter, First-Person, Third-Person, Tactical, Modern, Modern",T,PC,0.04,0.03,0.01,N/A,0.00
Lost Kingdoms,/game/gamecube/lost-kingdoms,27-May-02,72,8.1,From Software,Activision,"Role-Playing, Console-style RPG",T,GameCube,0.17,0.10,0.02,0.04,0.00
Nostalgia,/game/ds/nostalgia,23-Oct-09,72,7.6,Matrix Software,Ignition Entertainment,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",E10+,DS,0.19,0.16,N/A,0.02,0.01
Until Dawn: Rush of Blood,/game/playstation-4/until-dawn-rush-of-blood,13-Oct-16,72,7.8,Supermassive Games,SCEA,"Action, Shooter, Rail",M,PlayStation 4,0.85,0.50,0.21,N/A,0.15
Shaun White Snowboarding: World Stage,/game/wii/shaun-white-snowboarding-world-stage,8-Nov-09,72,8.7,Ubisoft,Ubisoft,"Sports, Alternative, Individual, Snowboarding, Snowboarding, Ski / Snowboard",E,Wii,0.3,0.24,0.03,N/A,0.02
Just Dance 2019,/game/switch/just-dance-2019,23-Oct-18,72,6,Ubisoft Paris,Ubisoft,"Action, Rhythm, Dancing",E,Switch,0.76,0.43,0.26,N/A,0.07
Secret Agent Clank,/game/psp/secret-agent-clank,17-Jun-08,72,7.7,High Impact Games,SCEA,"Action, Platformer, Platformer, 3D, 3D",E10+,PSP,0.6,0.13,0.18,N/A,0.29
Ninja Gaiden Sigma Plus,/game/playstation-vita/ninja-gaiden-sigma-plus,21-Feb-12,72,7.3,Team Ninja,Tecmo Koei Games,"Action Adventure, Fantasy, General, Fantasy",M,PlayStation Vita,0.26,0.12,0.06,0.04,0.04
Bionicle Heroes,/game/ds/bionicle-heroes,14-Nov-06,72,6.7,Amaze Entertainment,Eidos Interactive,"Action, Action Adventure, Shooter, General, Sci-Fi, Shooter, Third-Person, First-Person, Sci-Fi, Arcade",T,DS,0.11,0.08,0.02,N/A,0.00
Super Robot Taisen: Original Generation,/game/game-boy-advance/super-robot-taisen-original-generation,8-Aug-06,72,8.4,Banpresto,Atlus Co.,"Strategy, Turn-Based, Sci-Fi",T,Game Boy Advance,0.01,0.01,0.00,N/A,0.00
Danganronpa Another Episode: Ultra Despair Girls,/game/playstation-vita/danganronpa-another-episode-ultra-despair-girls,1-Sep-15,72,8.3,Spike Chunsoft,NIS America,"Action Adventure, General",M,PlayStation Vita,0.22,0.06,0.01,0.12,0.02
NASCAR 07,/game/xbox/nascar-07,6-Sep-06,72,7,EA Tiburon,EA Sports,"Driving, Racing, Stock Car",E,Xbox,0.11,0.06,0.04,N/A,0.01
Divinity II: Ego Draconis,/game/pc/divinity-ii-ego-draconis,5-Jan-10,72,7.7,Larian Studios Games,cdv Software,"Role-Playing, Action RPG, Action RPG",M,PC,0.24,0.18,0.04,N/A,0.02
The Liar Princess and the Blind Prince,/game/switch/the-liar-princess-and-the-blind-prince,12-Feb-19,72,7.2,Nippon Ichi Software,NIS America,"Action, General",E10+,Switch,0.02,N/A,N/A,0.02,N/A
Just Dance 2017,/game/switch/just-dance-2017,3-Mar-17,72,5.2,Ubisoft Paris,Ubisoft,"Action, Rhythm, Dancing",E10+,Switch,1,0.40,0.51,N/A,0.08
XIII,/game/pc/xiii,18-Nov-03,72,7.7,Ubisoft Paris,Ubisoft,"Action, Shooter, Shooter, First-Person, Modern, Sci-Fi, Arcade",M,PC,0.57,0.28,0.22,N/A,0.07
Arc the Lad: Twilight of the Spirits,/game/playstation-2/arc-the-lad-twilight-of-the-spirits,25-Jun-03,72,8.5,Cattle Call,SCEA,"Role-Playing, Console-style RPG",T,PlayStation 2,0.36,0.18,0.14,N/A,0.05
Disney Golf,/game/playstation-2/disney-golf,16-Oct-02,72,8,T&E Soft,EA Games,"Sports, Traditional, Golf, Arcade",E,PlayStation 2,0.17,0.07,0.06,0.02,0.02
Namco Museum,/game/playstation-2/namco-museum,4-Dec-01,72,6.6,Mass Media,Namco,"Miscellaneous, Compilation",E,PlayStation 2,4.24,3.00,1.11,0.05,0.07
X-Men: Mutant Academy 2,/game/playstation/x-men-mutant-academy-2,17-Sep-01,72,8.4,Paradox Development,Activision,"Action, Fighting, 3D",T,PlayStation,0.72,0.40,0.27,N/A,0.05
