title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale,platform
Eikan wa Kimini 2002: Koshien no Kodou    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Teenage Mutant Ninja Turtles: Tournament Fighters    ,SNES,0.06,N/A,N/A,0.06,0.00,SNES
Atari's Greatest Hits: Volume 2    ,DS,0.06,0.05,N/A,N/A,0.00,DS
Mark McMorris Infinite Air    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Terminator 3: Rise of the Machines    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
G1 Jockey 2    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Tiger Woods PGA Tour 08    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Mobile Ops: The One Year War    ,X360,0.06,N/A,N/A,0.06,N/A,Xbox 360
Constantine    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Cartoon Network: Battle Crashers    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
Tom Clancy's Splinter Cell: Double Agent    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
Tropico 5    ,X360,0.06,0.03,0.02,N/A,0.00,Xbox 360
Senritsu no Stratus    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Nobunaga's Ambition: Sphere of Influence    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
World Championship Athletics    ,Wii,0.06,0.04,0.01,N/A,0.00,Wii
Handball 16    ,PS4,0.06,N/A,0.05,N/A,0.01,PlayStation 4
Monster High: New Ghoul in School    ,3DS,0.06,N/A,0.05,N/A,0.00,3DS
Nanostray    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Refrain no Chika Meikyuu to Majo no Ryodan    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
Extinction    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
Etrian Mystery Dungeon 2    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Wantame Fortune Channel    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Evangelion: Jo    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Gintama Ranbu    ,PS4,0.06,N/A,N/A,0.06,N/A,PlayStation 4
Bleach: Blade Battlers 2nd    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Real Soccer 2009    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Samurai Jack: The Shadow of Aku    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Utawarerumono: Mask of Deception    ,PS3,0.06,N/A,N/A,0.06,N/A,PlayStation 3
Kamen Rider Kabuto    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Men in Black The Series: Crashdown    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Need for Speed: Shift    ,PC,0.06,N/A,0.05,N/A,0.01,PC
Zero Divide    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
FIFA Street    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
Tsugunai: Atonement    ,PS2,0.06,0.02,0.01,0.02,0.00,PlayStation 2
Rugby World Cup 2015    ,PS4,0.06,N/A,0.05,N/A,0.01,PlayStation 4
Lost Kingdoms II    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
Aggressive Inline    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
Blade Dancer: Lineage of Light    ,PSP,0.06,0.05,0.00,N/A,0.00,PSP
Monkey Island: Special Edition Collection    ,X360,0.06,N/A,0.05,N/A,0.01,Xbox 360
One Piece: Pirate Warriors 3 - Deluxe Edition    ,NS,0.06,N/A,0.01,0.05,0.00,Switch
Rugby World Cup 2015    ,PS3,0.06,N/A,0.05,N/A,0.01,PlayStation 3
Viewtiful Joe: Red Hot Rumble    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
Kaite Shabette Hajimeyou! Monster Farm DS    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Exist Archive: The Other Side of the Sky    ,PS4,0.06,0.02,N/A,0.03,0.00,PlayStation 4
Pro Yakyuu Spirits 2012    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
King's Quest: The Complete Collection    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
Generation of Chaos    ,PSP,0.06,0.05,0.00,N/A,0.00,PSP
Sine Mora EX    ,PS4,0.06,0.03,0.01,N/A,0.01,PlayStation 4
Broken Sword II: The Smoking Mirror    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
SD Gundam G Generation Wars    ,Wii,0.06,N/A,N/A,0.06,N/A,Wii
Zoo Tycoon 2    ,PC,0.06,N/A,0.05,N/A,0.01,PC
Enemy Front    ,PS3,0.06,0.01,0.04,N/A,0.01,PlayStation 3
Pump It Up: Exceed    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Scurge: Hive    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Wreckless: ThE YaKuza MisSiOns    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni    ",PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
TOCA Race Driver 2: Ultimate Racing Simulator    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Dr. Muto    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Girls RPG: Cinderellife    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Tom Clancy's Rainbow Six: Critical Hour    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Bullet Girls 2    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
 All Kamen Rider: Rider Revolution    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Scrabble Blast!    ,GBA,0.06,0.04,0.01,N/A,0.00,GBA
Shantae: Half-Genie Hero    ,WiiU,0.06,0.05,N/A,N/A,0.01,Wii U
Ride to Hell    ,X360,0.06,0.04,0.01,N/A,0.01,Xbox 360
The Saboteur    ,PC,0.06,N/A,0.05,N/A,0.01,PC
Age of Mythology: The Titans    ,PC,0.06,0.03,0.02,N/A,0.01,PC
Fate/stay night [Réalta Nua]    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
Gintama no Sugoroku    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Zendoku    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Gal Gun: Double Peace    ,PSV,0.06,N/A,0.03,0.01,0.01,PlayStation Vita
The Lord of the Rings: Aragorn's Quest    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Aven Colony    ,PS4,0.06,0.04,0.01,N/A,0.01,PlayStation 4
Doraemon 4: Nobita to Toki no Okoku    ,SNES,0.06,N/A,N/A,0.06,0.00,SNES
Myst    ,SAT,0.06,N/A,N/A,0.06,0.00,SAT
Toaru Kagaku no Chou Denjihou    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Starwinder: The Ultimate Space Race    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Battle Chasers: Nightwar    ,PS4,0.06,0.03,0.02,N/A,0.01,PlayStation 4
Angelique Trois    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Nobunaga?s Ambition: Sphere of Influence ? Ascension    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
Party Arcade    ,NS,0.06,0.05,N/A,N/A,0.01,Switch
FIFA Soccer 06    ,DS,0.06,0.05,0.00,N/A,0.00,DS
S.T.A.L.K.E.R.: Shadow of Chernobyl    ,PC,0.06,0.01,0.04,N/A,0.01,PC
Dance Dance Revolution: Mario Mix (JP sales)    ,GC,0.06,N/A,N/A,0.05,0.00,GameCube
A-Train 6    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Dino Pets    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Meitantei Conan: Tantei Ryoku Trainer    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Atari Flashback Classics: Volume 2    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
MotoGP    ,GBA,0.06,0.04,0.01,N/A,0.00,GBA
ESPN International Winter Sports 2002    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!    ",DS,0.06,N/A,N/A,0.06,N/A,DS
Grand Ages: Medieval    ,PC,0.06,N/A,0.05,N/A,0.00,PC
KimiKiss (ebKore+)    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Gold and Glory: The Road to El Dorado    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Choro Q Marine: Q Boat    ,PS,0.06,N/A,N/A,0.05,0.00,PlayStation
NBA Live 07    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
BattleBots: Beyond the BattleBox    ,GBA,0.06,0.04,0.01,N/A,0.00,GBA
Dreamer Series: Babysitter    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Yuugen Gaisha Brave Company    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Hail to the Chimp    ,X360,0.06,0.05,N/A,N/A,0.00,Xbox 360
Atari Flashback Classics: Volume 3    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
Ken to Mahou to Gakuen Mono. 3D    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Mighty Beanz: Pocket Puzzles    ,GBA,0.06,0.04,0.01,N/A,0.00,GBA
Diva Girls: Divas on Ice    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Remember Me    ,PC,0.06,N/A,0.05,N/A,0.00,PC
The King of Fighters '96    ,NG,0.06,N/A,N/A,0.06,0.00,NG
Champion Jockey: G1 Jockey & Gallop Racer    ,X360,0.06,N/A,0.05,0.00,0.01,Xbox 360
Harry Potter and the Sorcerer's Stone    ,PC,0.06,0.01,0.04,N/A,0.01,PC
Dungeon Explorer: Warriors of Ancient Arts    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Friends: The One with All the Trivia    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Mame Goma 2: Uchi no Ko ga Ichiban!    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Backyard NFL Football '08    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Gunbird    ,SAT,0.06,N/A,N/A,0.06,N/A,SAT
The End is Nigh    ,NS,0.06,0.05,N/A,N/A,0.01,Switch
Dream C Club Portable    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Hunting Simulator    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
The Legend of Heroes: Trails in the Sky Second Chapter    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Elemental Gearbolt    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Tom Clancy's Rainbow Six 3    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
Roogoo Twisted Towers    ,Wii,0.06,0.05,N/A,N/A,0.00,Wii
Izuna 2: The Unemployed Ninja Returns    ,DS,0.06,0.05,N/A,N/A,0.00,DS
WRC 5: FIA World Rally Championship    ,PS4,0.06,N/A,0.05,N/A,0.01,PlayStation 4
WWF Wrestlemania: The Arcade Game    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Cabela's Big Game Hunter 2005 Adventures    ,GBA,0.06,0.04,0.01,N/A,0.00,GBA
Mega Man 8 Anniversary Collector's Edition    ,SAT,0.06,N/A,N/A,0.06,N/A,SAT
V-Rally 3    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Whiplash    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Pro Yakyuu Famista 2011    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Tiny Barbarian DX    ,NS,0.06,0.05,N/A,N/A,0.01,Switch
PopStar Guitar    ,Wii,0.06,0.03,0.03,N/A,0.00,Wii
Goosebumps: The Game    ,3DS,0.06,0.05,0.00,N/A,0.01,3DS
Major League Baseball 2K11    ,PSP,0.06,0.05,N/A,N/A,0.01,PSP
Styx: Shards of Darkness    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Impact Racing    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Warriors: Legends of Troy    ,X360,0.06,N/A,0.04,0.01,0.00,Xbox 360
Pucca Power Up    ,DS,0.06,0.04,0.02,N/A,0.00,DS
Chuck E. Cheese's Playhouse    ,DS,0.06,0.05,N/A,N/A,0.00,DS
Amazing Island    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
Arslan: The Warriors of Legend    ,PS3,0.06,N/A,N/A,0.06,N/A,PlayStation 3
SeaBlade    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Carmen Sandiego: The Secret of the Stolen Drums    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Jikkyou Powerful Pro Yakyuu DreamCast Edition    ,DC,0.06,N/A,N/A,0.06,N/A,Dreamcast
My Amusement Park    ,DS,0.06,0.05,N/A,N/A,0.00,DS
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Point Blank DS (US sales)    ,DS,0.06,0.05,0.00,N/A,N/A,DS
Space Chimps    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Casino Chaos With Las Vegas Players Collection    ,PC,0.06,0.05,N/A,N/A,0.01,PC
Ride    ,PS3,0.06,N/A,0.03,0.01,0.01,PlayStation 3
MotoGP 4 - Official Game of MotoGP    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Alvin and the Chipmunks    ,Wii,0.05,0.05,0.00,N/A,0.00,Wii
Kyoukai Senjou no Horizon Portable    ,PSP,0.05,N/A,N/A,0.05,N/A,PSP
The Invisible Hours    ,XOne,0.05,0.05,N/A,N/A,0.01,Xbox One
Disaster Report 4 Plus: Summer Memories    ,PS4,0.05,N/A,N/A,0.05,N/A,PlayStation 4
Air Conflicts: Aces of World War II    ,PSP,0.05,0.05,N/A,N/A,0.00,PSP
History Great Empires: Rome    ,DS,0.05,0.05,0.00,N/A,0.00,DS
Shining Force III: Scenario 2    ,SAT,0.05,N/A,N/A,0.05,0.00,SAT
Unsolved Crimes    ,DS,0.05,0.04,0.01,N/A,N/A,DS
Kid Fit Island Resort    ,Wii,0.05,0.05,0.00,N/A,0.00,Wii
Chocolatier    ,DS,0.05,0.05,N/A,N/A,0.00,DS
Worms World Party    ,GBA,0.05,0.04,0.01,N/A,0.00,GBA
Medabots: Metabee / Rokusho    ,GBA,0.05,0.04,0.01,N/A,0.00,GBA
Taito Legends Power Up    ,PSP,0.05,0.05,N/A,N/A,0.01,PSP
Final Fight: Streetwise    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
Speed Kings    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Life is Strange    ,PC,0.05,0.01,0.04,N/A,0.00,PC
GunPey    ,PSP,0.05,0.05,0.00,N/A,0.01,PSP
Rebelstar: Tactical Command    ,GBA,0.05,0.04,0.01,N/A,0.00,GBA
My Fitness Coach: Club    ,Wii,0.05,N/A,0.05,N/A,0.01,Wii
Romance of the Three Kingdoms XIII    ,PS3,0.05,N/A,N/A,0.05,N/A,PlayStation 3
Gladiator: Sword of Vengeance    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Coraline    ,Wii,0.05,0.05,0.00,N/A,0.00,Wii
Winning Post World 8    ,PS3,0.05,N/A,N/A,0.05,N/A,PlayStation 3
Minna to Kimi no Piramekino!    ,DS,0.05,N/A,N/A,0.05,N/A,DS
Bombastic    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
NHL Powerplay 98    ,PS,0.05,0.03,0.02,N/A,0.00,PlayStation
Plants vs. Zombies: Garden Warfare 2    ,PC,0.05,0.01,0.04,N/A,0.00,PC
Marvel's Guardians of the Galaxy: The Telltale Series    ,XOne,0.05,0.05,N/A,N/A,0.01,Xbox One
Nights of Azure    ,PS3,0.05,N/A,N/A,0.05,N/A,PlayStation 3
Olympic Soccer: Atlanta 1996     ,PS,0.05,0.03,0.02,N/A,0.00,PlayStation
Captain America: Super Soldier    ,Wii,0.05,0.05,N/A,N/A,0.00,Wii
Samurai Dou Portable    ,PSP,0.05,N/A,N/A,0.05,N/A,PSP
Phantasy Star Online Episode I & II Plus    ,GC,0.05,0.04,0.01,N/A,0.00,GameCube
Gothic 3    ,PC,0.05,N/A,0.05,N/A,0.00,PC
Hyperdimension Neptunia Re;Birth2: Sisters Generation    ,PSV,0.05,0.03,0.01,N/A,0.01,PlayStation Vita
Front Mission 2089: Border of Madness    ,DS,0.05,N/A,N/A,0.05,N/A,DS
Xiaolin Showdown    ,DS,0.05,0.05,0.00,N/A,0.00,DS
Drivers Ed Portable    ,DS,0.05,0.05,N/A,N/A,0.00,DS
Dual Hearts    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
Petz Bunnyz Bunch    ,DS,0.05,0.05,N/A,N/A,0.00,DS
NFL Quarterback Club 2002    ,GC,0.05,0.04,0.01,N/A,0.00,GameCube
Section 8    ,PC,0.05,0.03,0.01,N/A,0.01,PC
Wing Commander: Prophecy    ,GBA,0.05,0.04,0.01,N/A,0.00,GBA
Marc Ecko's Getting Up: Contents Under Pressure    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
Walt Disney Pictures Presents Enchanted    ,DS,0.05,0.04,0.01,N/A,0.00,DS
Sega Soccer Slam    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Vertigo    ,Wii,0.05,0.05,N/A,N/A,0.00,Wii
Hakuouki: Reimeiroku    ,PS2,0.05,N/A,N/A,0.05,N/A,PlayStation 2
PokePark 2: Wonders Beyond    ,Wii,0.05,0.03,N/A,0.03,N/A,Wii
Blood Omen 2    ,GC,0.05,0.04,0.01,N/A,0.00,GameCube
Front Mission Evolved    ,PC,0.05,0.05,0.00,N/A,0.00,PC
Murdered: Soul Suspect    ,PC,0.05,N/A,0.05,N/A,0.00,PC
The Sims 4 Seasons    ,PC,0.05,N/A,0.05,N/A,0.00,PC
Call of Cthulhu    ,XOne,0.05,0.05,N/A,N/A,0.01,Xbox One
Virtual Villagers: A New Home    ,DS,0.05,0.04,0.01,N/A,0.00,DS
Shin Sangoku Musou 5 Empires    ,PSP,0.05,N/A,N/A,0.05,N/A,PSP
BlowOut    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Carve    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
GachiTora! Abarenbou Kyoushi in High School    ,PSP,0.05,N/A,N/A,0.05,N/A,PSP
Kamen Rider: Climax Heroes Fourze    ,PSP,0.05,N/A,N/A,0.05,N/A,PSP
Bottom of the 9th '99    ,PS,0.05,0.03,0.02,N/A,0.00,PlayStation
WTA Tour Tennis    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
Dynasty Warriors 5    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Valkyria Revolution    ,PSV,0.05,N/A,N/A,0.05,N/A,PlayStation Vita
Famicom Mini: Dig Dug    ,GBA,0.05,N/A,N/A,0.05,0.00,GBA
FIFA Soccer 2003    ,GBA,0.05,0.04,0.01,N/A,0.00,GBA
Naval Ops: Commander    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
Match 3 Madness    ,DS,0.05,N/A,0.05,N/A,0.01,DS
Lernerfolg Vorschule: Capt'n Sharky    ,DS,0.05,N/A,0.05,N/A,0.01,DS
Defendin' De Penguin    ,Wii,0.05,0.05,0.00,N/A,0.00,Wii
Titan Quest    ,PC,0.05,0.01,0.04,N/A,0.01,PC
Bleach: Blade Battlers    ,PS2,0.05,N/A,N/A,0.05,N/A,PlayStation 2
Rez    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
MLB SlugFest 2006    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Baja: Edge of Control HD    ,XOne,0.05,0.05,N/A,N/A,0.01,Xbox One
Owlboy    ,NS,0.05,0.03,0.01,N/A,0.01,Switch
Jissen Pachislot Hisshouhou! Hokuto no Ken DS SE    ,DS,0.05,N/A,N/A,0.05,N/A,DS
Lufia: The Ruins of Lore    ,GBA,0.05,0.04,0.01,N/A,0.00,GBA
UEFA Euro 2004: Portugal    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Activision Hits: Remixed    ,PSP,0.05,0.05,0.00,N/A,0.00,PSP
Samurai Deeper Kyo    ,PS,0.05,N/A,N/A,0.05,0.00,PlayStation
Shaman King: Soul Fight    ,GC,0.05,N/A,N/A,0.05,0.00,GameCube
Medabots: Infinity    ,GC,0.05,0.04,0.01,N/A,0.00,GameCube
Dungeon Keeper 2    ,PC,0.05,N/A,0.05,N/A,0.01,PC
Doraemon: Shin Nobita no Nihon Tanjou    ,3DS,0.05,N/A,N/A,0.05,N/A,3DS
Airline Tycoon 2    ,PC,0.05,0.00,0.04,N/A,0.01,PC
Zapper: One Wicked Cricket!     ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Jirou Akagawa: Majotachi no Nemuri    ,SNES,0.05,N/A,N/A,0.05,0.00,SNES
Touch 'N' Play Collection    ,DS,0.05,0.03,0.01,N/A,0.00,DS
Bust-A-Bloc    ,PS2,0.05,N/A,N/A,0.05,N/A,PlayStation 2
Demon Gaze 2    ,PSV,0.05,0.01,0.00,0.04,0.00,PlayStation Vita
Sitting Ducks    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
Puyo Puyo 7    ,Wii,0.05,N/A,N/A,0.05,N/A,Wii
 Haikyu!! Cross Team Match!    ,3DS,0.05,N/A,N/A,0.05,N/A,3DS
Pawly Pets: My Vet Practice     ,DS,0.05,N/A,0.05,N/A,0.00,DS
Mighty No. 9    ,WiiU,0.05,0.03,0.01,N/A,0.01,Wii U
NFL Blitz Pro    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Black Mirror    ,PS4,0.05,0.04,N/A,N/A,0.01,PlayStation 4
Pretty Cure All Stars Everyone Gather? Let's Dance!    ,Wii,0.05,N/A,N/A,0.05,N/A,Wii
F1 2010    ,PC,0.05,N/A,0.05,N/A,0.01,PC
Mountain Bike Adrenaline    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
LEGO Harry Potter: Years 1-4    ,PC,0.05,0.04,0.01,N/A,0.01,PC
Zyuden Sentai Kyoryuger: Game on Gaburincho    ,3DS,0.05,N/A,N/A,0.05,N/A,3DS
Medal of Honor: Airborne    ,PC,0.05,0.00,0.04,N/A,0.01,PC
"Murder, She Wrote    ",PC,0.05,N/A,0.04,N/A,0.01,PC
Hi-Octane: The Track Fights Back!    ,PS,0.05,0.03,0.02,N/A,0.00,PlayStation
Mister Slime    ,DS,0.05,0.05,N/A,N/A,0.00,DS
Black Sigil: Blade of the Exiled    ,DS,0.05,0.05,N/A,N/A,0.00,DS
Learn Science    ,DS,0.05,0.05,N/A,N/A,0.00,DS
Touhou Genso Wanderer    ,PS4,0.05,0.04,N/A,N/A,0.01,PlayStation 4
Mirror's Edge    ,PC,0.05,N/A,0.05,N/A,0.01,PC
Wakeboarding Unleashed Featuring Shaun Murray    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
The Lost Chronicles of Zerzura    ,PC,0.05,N/A,0.05,N/A,0.00,PC
Domino Rally    ,Wii,0.05,0.05,0.00,N/A,0.00,Wii
Doraemon 2: Nobita no Toizurando Daibouken    ,SNES,0.05,N/A,N/A,0.05,0.00,SNES
Samurai Champloo: Sidetracked    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
Zone of the Enders HD Edition    ,PS3,0.05,N/A,N/A,0.05,N/A,PlayStation 3
Drill Dozer    ,GBA,0.05,0.04,0.01,N/A,0.00,GBA
Katekyoo Hitman Reborn! DS: Shinuki Max! Vongola Carnival!!    ,DS,0.05,N/A,N/A,0.05,N/A,DS
Death Jr. II: Root of Evil    ,PSP,0.05,0.05,0.00,N/A,0.00,PSP
Fatal Fury: Wild Ambition    ,PS,0.05,0.03,0.02,N/A,0.00,PlayStation
Metal Fight Beyblade: Bakugami Susanoh Shuurai!    ,DS,0.05,N/A,N/A,0.05,N/A,DS
Rockin' Pretty    ,DS,0.05,0.05,N/A,N/A,0.00,DS
Centipede: Infestation    ,Wii,0.05,0.05,N/A,N/A,0.00,Wii
Countdown: The Game    ,Wii,0.05,N/A,0.05,N/A,0.00,Wii
Dengeki Gakuen RPG: Cross of Venus    ,DS,0.05,N/A,N/A,0.05,N/A,DS
The Sims 2: University    ,PC,0.05,0.01,0.04,N/A,0.00,PC
Judge Dredd    ,PS,0.05,0.03,0.02,N/A,0.00,PlayStation
Minna no Ennichi    ,3DS,0.05,N/A,N/A,0.05,N/A,3DS
Sled Shred featuring the Jamaican Bobsled Team    ,Wii,0.05,0.05,N/A,N/A,0.00,Wii
Rhapsody: A Musical Adventure    ,DS,0.05,0.05,0.00,N/A,0.00,DS
King Arthur    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Bass Rise    ,PS,0.05,0.03,0.02,N/A,0.00,PlayStation
Dynamite Headdy    ,GEN,0.05,N/A,N/A,0.05,0.00,GEN
Choujikuu Yousai Macross: Ai Oboete Imasu ka    ,PS3,0.05,N/A,N/A,0.05,N/A,PlayStation 3
Arcania: Gothic 4    ,PS4,0.05,0.04,N/A,N/A,0.01,PlayStation 4
The Long Dark    ,XOne,0.05,0.05,N/A,N/A,0.01,Xbox One
Jake Power: Policeman    ,DS,0.05,0.05,0.00,N/A,0.00,DS
Sega 3D Classics Collection    ,3DS,0.05,0.05,N/A,N/A,0.01,3DS
Dragon's Lair 3D: Return to the Lair    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Persona 2: Eternal Punishment    ,PSP,0.05,N/A,N/A,0.05,N/A,PSP
UEFA Champions League 2006-2007    ,X360,0.05,0.04,0.01,N/A,0.00,Xbox 360
Animal Planet: Vet Collection    ,DS,0.05,0.05,N/A,N/A,0.00,DS
Growlanser: Heritage of War (jp sales)    ,PS2,0.05,N/A,N/A,0.05,N/A,PlayStation 2
Myst IV: Revelation    ,XB,0.05,0.04,0.01,N/A,0.00,Xbox
Jewel Legends: Tree of Life    ,DS,0.05,N/A,0.05,N/A,0.01,DS
Pachinko Wars II    ,SNES,0.05,N/A,N/A,0.05,N/A,SNES
The Nightmare of Druaga: Fushigino Dungeon    ,PS2,0.05,0.03,0.02,N/A,0.01,PlayStation 2
Period Cube ~Shackles of Amadeus~    ,PSV,0.05,0.02,N/A,0.03,0.01,PlayStation Vita
Lucha Libre AAA: Heroes del Ring    ,X360,0.05,0.05,N/A,N/A,0.00,Xbox 360
Carnival Games    ,PS4,0.05,0.04,N/A,N/A,0.01,PlayStation 4
Rodea the Sky Soldier    ,3DS,0.05,0.04,0.00,N/A,0.01,3DS
Virtua Striker 2002    ,GC,0.05,0.01,0.00,0.03,0.00,GameCube
Princess on Ice    ,DS,0.05,0.04,0.01,N/A,0.00,DS
SingStar Mallorca Party    ,PS3,0.05,N/A,0.04,N/A,0.01,PlayStation 3
My Horse & Me: Riding for Gold    ,Wii,0.05,0.04,0.01,N/A,0.00,Wii
Yakuza 3    ,PS4,0.05,N/A,N/A,0.05,N/A,PlayStation 4
Hatsune Miku: Project Diva Future Tone DX    ,PS4,0.05,N/A,N/A,0.05,N/A,PlayStation 4
