title,console,console_developer,n_platforms,genre,release_year,publisher,developer,critic_score,total_sale,na_sale,pal_sale,japan_sale,other_sale
Close Combat: First to Fight,Xbox,Microsoft,1,shooting,2005,2K Games,Destineer,6.9,0.18,0.14,0.04,0,0.01
Syndicate,Xbox 360,Microsoft,2,shooting,2012,Electronic Arts,Electronic Arts,7.4,0.18,0.1,0.06,0,0.02
Bad Boys: Miami Takedown,Xbox,Microsoft,2,shooting,2004,Crave Entertainment,Blitz Games,3.5,0.18,0.14,0.04,0,0.01
Sniper: Ghost Warrior 3,Xbox One,Microsoft,3,shooting,2017,City Interactive,City Interactive,5.7,0.18,0.11,0.05,0,0.02
Metal Arms: Glitch in the System,Xbox,Microsoft,3,shooting,2003,VU Games,Swingin' Ape Studios,8.2,0.17,0.13,0.04,0,0.01
Psi-Ops: The Mindgate Conspiracy,Xbox,Microsoft,2,shooting,2004,Midway Games,Midway Games,8.4,0.17,0.13,0.04,0,0.01
SWAT: Global Strike Team,Xbox,Microsoft,2,shooting,2003,Sierra Entertainment,Argonaut Games,6.9,0.17,0.13,0.04,0,0.01
Wolfenstein 3D,Game Boy Advance,Nintendo,1,shooting,2002,BAM! Entertainment,Stalker Entertainment,5.7,0.17,0.12,0.04,0,0
TimeSplitters: Future Perfect,Xbox,Microsoft,3,shooting,2005,Electronic Arts,Free Radical Design,8.3,0.16,0.12,0.03,0,0.01
Earth Defense Force 2025,Xbox 360,Microsoft,2,shooting,2014,D3Publisher,Sandlot,6.8,0.15,0.07,0.03,0.05,0.01
Army Men: Sarge's War,GameCube,Nintendo,2,shooting,2004,Global Star Software,Tactical Development,5.6,0.15,0.12,0.03,0,0
Serious Sam,Xbox,Microsoft,1,shooting,2002,Gotham Games,Croteam,7.5,0.15,0.11,0.03,0,0.01
Shadow Ops: Red Mercury,Xbox,Microsoft,1,shooting,2004,Atari,Zombie Studios,6.1,0.15,0.11,0.03,0,0.01
BloodRayne 2,Xbox,Microsoft,2,shooting,2004,Majesco,Terminal Reality,7.1,0.15,0.11,0.03,0,0.01
Tom Clancy's Ghost Recon,GameCube,Nintendo,4,shooting,2003,Ubisoft,Red Storm Entertainment,5.9,0.15,0.11,0.03,0,0
Geometry Wars: Galaxies,DS,Nintendo,2,shooting,2007,Sierra Entertainment,Kuju Entertainment,7.9,0.14,0.13,0,0,0.01
Metal Slug Anthology,Wii,Nintendo,2,shooting,2006,SNK Playmore,Terminal Reality,7.3,0.14,0.12,0.01,0,0.01
Dead to Rights,GameCube,Nintendo,4,shooting,2002,Namco,Namco,7.7,0.14,0.11,0.03,0,0
Destiny 2: Forsaken,Xbox One,Microsoft,3,shooting,2018,Activision,Bungie,8.6,0.13,0.08,0.04,0,0.01
Hour of Victory,Xbox 360,Microsoft,1,shooting,2007,Midway Games,Nfusion,3.7,0.13,0.1,0.01,0,0.01
Armed and Dangerous,Xbox,Microsoft,1,shooting,2003,LucasArts,Planet Moon Studios,7.9,0.13,0.09,0.03,0,0
Tom Clancy's Ghost Recon,Wii,Nintendo,4,shooting,2010,Ubisoft,Ubisoft Paris,4.6,0.12,0.1,0.01,0,0.01
Blackwater,Xbox 360,Microsoft,1,shooting,2011,505 Games,505 Games,3.7,0.12,0.09,0.02,0,0.01
NPPL Championship Paintball 2009,Xbox 360,Microsoft,2,shooting,2008,Activision,FUN Labs,4.4,0.12,0.1,0.01,0,0.01
Lost Planet 3,Xbox 360,Microsoft,3,shooting,2013,Capcom,Spark Unlimited,5.8,0.12,0.07,0.04,0.01,0.01
Zombie Army Trilogy,Xbox One,Microsoft,2,shooting,2015,Rebellion Developments,Rebellion Developments,6.2,0.12,0.05,0.05,0,0.01
Die Hard: Vendetta,GameCube,Nintendo,1,shooting,2002,Sierra Entertainment,Bits Studios,5.4,0.12,0.09,0.02,0,0
Dead Man's Hand,Xbox,Microsoft,1,shooting,2004,Atari,Human Head Studios,6.2,0.11,0.09,0.02,0,0
Monster Madness: Battle for Suburbia,Xbox 360,Microsoft,1,shooting,2007,SouthPeak Interactive,Artificial Studios,5.5,0.11,0.1,0,0,0.01
Army Men: Sarge's War,Xbox,Microsoft,2,shooting,2004,Global Star Software,Tactical Development,4.4,0.11,0.09,0.02,0,0
Tom Clancy's Rainbow Six: Rogue Spear,Game Boy Advance,Nintendo,1,shooting,2002,Ubisoft,Ubisoft Milan,7.6,0.11,0.08,0.03,0,0
Murakumo: Renegade Mech Pursuit,Xbox,Microsoft,1,shooting,2003,Ubisoft,From Software,4.8,0.11,0.04,0.01,0.06,0
Gun Metal,Xbox,Microsoft,1,shooting,2002,Majesco,Rage Software,6.3,0.11,0.08,0.02,0,0
GoldenEye: Rogue Agent,DS,Nintendo,4,shooting,2005,Electronic Arts,EA Tiburon,5.8,0.11,0.1,0,0,0.01
Defender,GameCube,Nintendo,4,shooting,2002,Midway Games,Inevitable Entertainment,6.6,0.11,0.08,0.02,0,0
Reign of Fire,GameCube,Nintendo,4,shooting,2002,BAM! Entertainment,Kuju Entertainment,5.4,0.11,0.08,0.02,0,0
Dead to Rights II,Xbox,Microsoft,2,shooting,2005,Namco,WideScreen Games,5.4,0.11,0.08,0.02,0,0
Metal Slug 3,Xbox,Microsoft,1,shooting,2004,SNK,SNK Corporation,7.6,0.1,0.08,0.02,0,0
Metal Arms: Glitch in the System,GameCube,Nintendo,3,shooting,2003,VU Games,Swingin' Ape Studios,8.3,0.1,0.08,0.02,0,0
Conflict: Global Terror,Xbox,Microsoft,2,shooting,2005,2K Games,Pivotal Games,6.2,0.1,0.08,0.02,0,0
Tom Clancy's Splinter Cell,Game Boy Advance,Nintendo,5,shooting,2003,Ubisoft,Ubisoft,7.7,0.1,0.07,0.03,0,0
Silent Scope Complete,Xbox,Microsoft,1,shooting,2004,Konami,Konami,6.9,0.1,0.07,0.02,0,0
NeverDead,Xbox 360,Microsoft,2,shooting,2012,Konami,Rebellion Developments,5.2,0.1,0.06,0.03,0,0.01
Reign of Fire,Xbox,Microsoft,4,shooting,2002,BAM! Entertainment,Kuju Entertainment,5.4,0.1,0.07,0.02,0,0
Medal of Honor: Vanguard,Wii,Nintendo,2,shooting,2007,Electronic Arts,EA Los Angeles,5.6,0.1,0.06,0.03,0,0.01
Raven Squad: Operation Hidden Dagger,Xbox 360,Microsoft,2,shooting,2009,Evolved Games,Atomic Motion,3.8,0.09,0.08,0.01,0,0.01
Raiden Fighters Aces,Xbox 360,Microsoft,1,shooting,2009,Valcon Games,Gulti,7.3,0.09,0.06,0.03,0,0.01
Quantum Theory,Xbox 360,Microsoft,2,shooting,2010,Tecmo Koei,Team Tachyon,3.7,0.09,0.06,0.02,0,0.01
Defender,Xbox,Microsoft,4,shooting,2002,Midway Games,7 Studios,6.9,0.09,0.07,0.02,0,0
Sniper Elite,Xbox,Microsoft,3,shooting,2005,Namco,Rebellion Developments,7.7,0.09,0.07,0.02,0,0
XIII,GameCube,Nintendo,3,shooting,2003,Ubisoft,Ubisoft Paris,7.3,0.09,0.07,0.02,0,0
Metal Slug Advance,Game Boy Advance,Nintendo,1,shooting,2004,SNK,Noise Factory,7.9,0.08,0.06,0.02,0,0
Bulletstorm: Full Clip Edition,Xbox One,Microsoft,2,shooting,2017,Gearbox Software,People Can Fly,8.2,0.08,0.06,0.01,0,0.01
Far Cry Vengeance,Wii,Nintendo,1,shooting,2006,Ubisoft,Ubisoft Montreal,3.8,0.08,0.06,0.01,0,0.01
Vietcong: Purple Haze,Xbox,Microsoft,2,shooting,2004,Gathering of Developers,Coyote Developments,5.7,0.08,0.06,0.02,0,0
Far Cry Instincts Evolution,Xbox,Microsoft,1,shooting,2006,Ubisoft,Ubisoft Montreal,7.8,0.08,0.06,0.02,0,0
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Nintendo,1,shooting,2010,Sega,Sega,5.8,0.07,0.06,0.01,0,0.01
Combat: Task Force 121,Xbox,Microsoft,1,shooting,2005,Groove Games,Direct Action Games,4.4,0.07,0.05,0.02,0,0
Drake of the 99 Dragons,Xbox,Microsoft,1,shooting,2003,Majesco,Idol FX,2.2,0.07,0.05,0.01,0,0
Target: Terror,Wii,Nintendo,1,shooting,2008,Konami,Leviathan Games,3.3,0.07,0.06,0,0,0.01
Operation: Vietnam,DS,Nintendo,1,shooting,2007,Majesco,Coyote Console,6.5,0.07,0.06,0,0,0
Resident Evil 6,Xbox One,Microsoft,5,shooting,2016,Capcom,Capcom,6.3,0.07,0.06,0,0,0.01
Land of the Dead: Road to Fiddler's Green,Xbox,Microsoft,1,shooting,2005,Groove Games,Brainbox Games,3.2,0.06,0.05,0.01,0,0
Akai Katana,Xbox 360,Microsoft,1,shooting,2012,Cave,Cave,7.5,0.06,0.04,0,0.01,0.01
Terminator 3: The Redemption,Xbox,Microsoft,3,shooting,2004,Atari,Paradigm Entertainment,6.6,0.06,0.05,0.01,0,0
Serious Sam II,Xbox,Microsoft,2,shooting,2005,2K Games,Croteam,7.2,0.06,0.05,0.01,0,0
Killing Floor 2,Xbox One,Microsoft,2,shooting,2017,Tripwire Interactive,Tripwire Interactive,7.9,0.06,0.05,0,0,0.01
Inversion,Xbox 360,Microsoft,2,shooting,2012,Namco Bandai Games,Saber Interactive,5.3,0.06,0.03,0.02,0,0.01
Tron 2.0: Killer App,Xbox,Microsoft,2,shooting,2004,Buena Vista,Climax Group,6.9,0.06,0.04,0.01,0,0
Terminator 3: Rise of the Machines,Game Boy Advance,Nintendo,3,shooting,2003,Atari,Taniko,5,0.06,0.04,0.02,0,0
Nanostray,DS,Nintendo,1,shooting,2005,Majesco,Shin'en GmbH,7.1,0.06,0.05,0,0,0
SeaBlade,Xbox,Microsoft,1,shooting,2002,Simon & Schuster Interactive,"Vision Scape Interactive, Inc.",4.8,0.06,0.04,0.01,0,0
BlowOut,Xbox,Microsoft,3,shooting,2003,Majesco,Terminal Reality,5.5,0.05,0.04,0.01,0,0
Strange Brigade,Xbox One,Microsoft,2,shooting,2018,Rebellion Developments,Rebellion Developments,7.5,0.05,0.04,0.01,0,0.01
Nanostray 2,DS,Nintendo,1,shooting,2008,Majesco,Shin'en GmbH,7.5,0.05,0.03,0.01,0,0
DoDonPachi Resurrection,Xbox 360,Microsoft,1,shooting,2011,Rising Star,Cave,7.7,0.05,0,0.04,0,0.01
Alter Echo,Xbox,Microsoft,2,shooting,2003,THQ,Outrage Games,6.2,0.05,0.04,0.01,0,0
Red Faction: Guerrilla Re-Mars-tered,Xbox One,Microsoft,2,shooting,2018,THQ Nordic,Volition,7.3,0.05,0.04,0.01,0,0
Reign of Fire,Game Boy Advance,Nintendo,4,shooting,2002,BAM! Entertainment,Crawfish Interactive,6.1,0.05,0.03,0.01,0,0
Robotech: Invasion,Xbox,Microsoft,2,shooting,2004,Global Star Software,Vicious Cycle,5.9,0.05,0.04,0.01,0,0
Raze's Hell,Xbox,Microsoft,1,shooting,2005,Majesco,Artech Studios,7.1,0.05,0.04,0.01,0,0
Tom Clancy's Rainbow Six: Lockdown,GameCube,Nintendo,3,shooting,2005,Ubisoft,Red Storm Entertainment,7.2,0.05,0.04,0.01,0,0
Yager,Xbox,Microsoft,1,shooting,2004,Kemco,Yager Development,7,0.05,0.03,0.01,0,0
Enemy Front,Xbox 360,Microsoft,2,shooting,2014,City Interactive,City Interactive,3.5,0.04,0.02,0.03,0,0
Operation Flashpoint: Elite,Xbox,Microsoft,1,shooting,2005,Codemasters,Bohemia Interactive,6.4,0.04,0.03,0.01,0,0
Star X,Game Boy Advance,Nintendo,1,shooting,2002,BAM! Entertainment,Graphic State,6,0.04,0.03,0.01,0,0
Attack of the Movies 3D,Xbox 360,Microsoft,1,shooting,2010,Majesco,Panic Button Games Inc.,3.8,0.04,0.04,0,0,0
Metal Slug 4 & 5,Xbox,Microsoft,2,shooting,2005,SNK Playmore,BrezzaSoft,6.9,0.04,0.03,0.01,0,0
Twin Strike: Operation Thunder,Wii,Nintendo,1,shooting,2008,Zoo Games,NA.P.S. Team SNC,5,0.04,0.04,0,0,0
Brothers In Arms DS,DS,Nintendo,1,shooting,2007,Ubisoft,Gearbox Software,7.2,0.04,0.03,0,0,0
Dead Alliance,Xbox One,Microsoft,1,shooting,2017,Maximum Games,IllFonic,4.3,0.04,0.03,0,0,0
Little Red Riding Hood's Zombie BBQ,DS,Nintendo,1,shooting,2008,Destineer,EnjoyUp Games,6.8,0.04,0.03,0,0,0
Monster Force,Game Boy Advance,Nintendo,1,shooting,2002,Universal Interactive,Digital Eclipse,6.5,0.04,0.03,0.01,0,0
RLH: Run Like Hell,Xbox,Microsoft,2,shooting,2003,Interplay,Digital Mayhem,5.5,0.04,0.03,0.01,0,0
Painkiller: Hell Wars,Xbox,Microsoft,1,shooting,2006,DreamCatcher Interactive,People Can Fly,6.8,0.04,0.03,0.01,0,0
Special Forces: Nemesis Strike,Xbox,Microsoft,1,shooting,2005,Hip Interactive,Asobo Studio,6,0.03,0.03,0.01,0,0
Raid: World War II,Xbox One,Microsoft,2,shooting,2017,505 Games,Lion Game Lion,4.6,0.03,0.03,0,0,0
Combat Elite: WWII Paratroopers,Xbox,Microsoft,2,shooting,2005,SouthPeak Interactive,BattleBorne,5.6,0.03,0.02,0.01,0,0
R-Type III: The Third Lightning,Game Boy Advance,Nintendo,1,shooting,2004,"Destination Software, Inc",Raylight Studios,4.6,0.03,0.02,0.01,0,0
Serious Sam Advance,Game Boy Advance,Nintendo,1,shooting,2004,Global Star Software,Climax Group,5.1,0.02,0.02,0.01,0,0
Cold War,Xbox,Microsoft,1,shooting,2005,DreamCatcher Interactive,Mindware Studios,6,0.02,0.02,0.01,0,0
Total Overdose: A Gunslinger's Tale in Mexico,Xbox,Microsoft,2,shooting,2005,Eidos Interactive,Deadline Games,7.1,0.02,0.02,0.01,0,0
Serious Sam: Next Encounter,GameCube,Nintendo,2,shooting,2004,Global Star Software,Climax Group,6.9,0.02,0.02,0,0,0
Chicago Enforcer,Xbox,Microsoft,1,shooting,2005,Kemco,Touchdown Entertainment,3.3,0.02,0.02,0,0,0
Urban Chaos: Riot Response,Xbox,Microsoft,2,shooting,2006,Eidos Interactive,Rocksteady Studios,7.2,0.02,0.01,0,0,0
Painkiller: Hell & Damnation,Xbox 360,Microsoft,3,shooting,2013,Nordic Games,Farm 51,5.3,0.02,0,0.01,0,0
Rogue Trooper,Xbox,Microsoft,2,shooting,2006,Eidos Interactive,Rebellion Developments,7.1,0.02,0.01,0,0,0
Without Warning,Xbox,Microsoft,2,shooting,2005,Capcom,CiRCLE Studio,4.5,0.02,0.01,0,0,0
Rogue Trooper Redux,Xbox One,Microsoft,2,shooting,2017,Rebellion,TickTock Games,6.1,0.02,0.02,0,0,0
Battle Engine Aquila,Xbox,Microsoft,2,shooting,2003,Atari,Lost Toys,7.6,0.02,0.01,0,0,0
Dragon Booster,DS,Nintendo,1,shooting,2005,Konami,Konami Computer Entertainment Hawaii,3.3,0.02,0.02,0,0,0
Space Invaders Revolution,DS,Nintendo,1,shooting,2005,Mastiff,Taito Corporation,4.9,0.01,0.01,0,0,0
Tempest 4000,Xbox One,Microsoft,2,shooting,2018,Atari,Llamasoft,7.5,0.01,0.01,0,0,0
Mothergunship,Xbox One,Microsoft,2,shooting,2018,Sold Out,Grip Games,7.7,0.01,0.01,0,0,0
Armored Core: Verdict Day,Xbox 360,Microsoft,2,shooting,2013,Bandai Namco Games,From Software,6.5,0.01,0,0,0.01,0
Chaos Field,GameCube,Nintendo,1,shooting,2005,O3 Entertainment,MileStone Inc.,6.3,0.01,0.01,0,0,0
Deadfall Adventures,Xbox 360,Microsoft,1,shooting,2013,Nordic Games,The Farm 51,4.3,0.01,0,0.01,0,0
Kokuga,3DS,Nintendo,1,shooting,2012,G.Rev,G.rev Ltd.,7.7,0.01,0,0,0.01,0
Cooking Mama 3: Shop & Chop,DS,Nintendo,1,simulation,2009,505 Games,Cooking Mama Ltd.,6.5,1.69,0.79,0.66,0.08,0.17
Dance Dance Revolution: Hottest Party 2,Wii,Nintendo,1,simulation,2008,Konami,Bemani,6.9,1.58,0.94,0.48,0.01,0.15
MySims Kingdom,DS,Nintendo,2,simulation,2008,Electronic Arts,EA Redwood Shores,5.8,1.56,0.8,0.59,0.01,0.16
MySims Kingdom,Wii,Nintendo,2,simulation,2008,Electronic Arts,EA Redwood Shores,7.6,1.52,0.7,0.64,0.01,0.16
Tamagotchi Connection: Corner Shop,DS,Nintendo,1,simulation,2006,Bandai,NanaOn-Sha,5.9,1.26,0.1,0.02,1.12,0.01
The Sims 2: Castaway,Wii,Nintendo,3,simulation,2007,Electronic Arts,Maxis,7.3,1.21,0.44,0.63,0,0.14
MechAssault,Xbox,Microsoft,1,simulation,2002,Microsoft Game Studios,Day 1 Studios,8.7,1.13,1.01,0.1,0,0.03
Tamagotchi Connection: Corner Shop 2,DS,Nintendo,1,simulation,2006,Namco Bandai,NanaOn-Sha,6.6,0.97,0.09,0.01,0.86,0.01
The Sims 2,DS,Nintendo,7,simulation,2005,Electronic Arts,Maxis,7,0.94,0.81,0.05,0,0.07
Build-A-Bear Workshop,DS,Nintendo,1,simulation,2007,Game Factory,Neko Entertainment,6.1,0.93,0.85,0.01,0,0.07
Crimson Skies: High Road to Revenge,Xbox,Microsoft,1,simulation,2003,Microsoft Game Studios,FASA Studio,8.8,0.87,0.65,0.19,0,0.03
Cooking Mama: World Kitchen,Wii,Nintendo,1,simulation,2008,Majesco,Cooking Mama Limited,6.2,0.87,0.51,0.27,0.01,0.08
Harvest Moon: Tree of Tranquility,Wii,Nintendo,1,simulation,2008,Natsume,Runtime,6.5,0.82,0.67,0.03,0.06,0.05
Harvest Moon: Animal Parade,Wii,Nintendo,1,simulation,2009,Natsume,Marvelous Interactive,7.6,0.74,0.58,0.08,0.02,0.05
The Sims 4,Xbox One,Microsoft,3,simulation,2017,Electronic Arts,Maxis,6.6,0.73,0.42,0.24,0,0.07
Harvest Moon DS: Island of Happiness,DS,Nintendo,1,simulation,2008,Natsume,Marvelous Interactive,6.5,0.72,0.43,0.01,0.25,0.04
The Sims 2: Castaway,DS,Nintendo,3,simulation,2007,Electronic Arts,Maxis,6.6,0.72,0.62,0.04,0,0.05
The Sims 2: Apartment Pets,DS,Nintendo,1,simulation,2008,Electronic Arts,The Sims Studio,5,0.69,0.31,0.3,0,0.07
SimCity DS,DS,Nintendo,1,simulation,2007,Electronic Arts,Aki Corporation,6.9,0.6,0.33,0.03,0.21,0.03
Dance Dance Revolution Ultramix,Xbox,Microsoft,1,simulation,2003,Konami,Konami Computer Entertainment Hawaii,8.2,0.54,0.42,0.11,0,0.02
We Cheer,Wii,Nintendo,1,simulation,2008,Namco Bandai,"Machatin, Inc.",5.6,0.52,0.47,0,0,0.04
SimAnimals,DS,Nintendo,2,simulation,2009,Electronic Arts,Electronic Arts,7,0.52,0.26,0.21,0,0.05
IL-2 Sturmovik: Birds of Prey,Xbox 360,Microsoft,4,simulation,2009,505 Games,Gaijin Entertainment,8,0.51,0.23,0.23,0,0.05
Dance Dance Revolution Universe 2,Xbox 360,Microsoft,1,simulation,2007,Konami,Bemani,6.5,0.5,0.46,0,0,0.04
The Sims,GameCube,Nintendo,4,simulation,2003,Electronic Arts,Maxis,8.5,0.49,0.35,0.13,0,0.01
The Sims 2: Pets,Wii,Nintendo,6,simulation,2007,Electronic Arts,Maxis,6.5,0.47,0.41,0.03,0,0.04
SimCity Creator,Wii,Nintendo,2,simulation,2008,Electronic Arts,The Sims Studio,6.7,0.46,0.36,0.03,0.04,0.04
Star Wars: Jedi Starfighter,Xbox,Microsoft,2,simulation,2002,LucasArts,Secret Level,7.8,0.44,0.35,0.07,0,0.02
The Sims,Xbox,Microsoft,4,simulation,2003,Electronic Arts,Maxis,8.4,0.42,0.31,0.1,0,0.01
Dance Dance Revolution Ultramix 2,Xbox,Microsoft,1,simulation,2004,Konami,Konami Computer Entertainment Hawaii,7.8,0.42,0.32,0.09,0,0.02
Star Wars Starfighter: Special Edition,Xbox,Microsoft,1,simulation,2001,LucasArts,Secret Level,7.6,0.42,0.3,0.1,0,0.02
Fantastic Pets,Xbox 360,Microsoft,1,simulation,2011,THQ,Blitz Game Studios,6.6,0.41,0.3,0.08,0,0.04
The Sims 2,Game Boy Advance,Nintendo,7,simulation,2005,Electronic Arts,Maxis,5.8,0.39,0.28,0.1,0,0.01
Dance Dance Revolution Ultramix 3,Xbox,Microsoft,1,simulation,2005,Konami,Konami Computer Entertainment Hawaii,7.5,0.38,0.28,0.08,0,0.01
MechAssault 2: Lone Wolf,Xbox,Microsoft,1,simulation,2004,Microsoft Game Studios,Day 1 Studios,8.1,0.36,0.27,0.08,0,0.01
SimCity Creator,DS,Nintendo,2,simulation,2008,Electronic Arts,The Sims Studio,6.9,0.34,0.29,0.02,0,0.03
The Urbz: Sims in the City,Xbox,Microsoft,3,simulation,2004,Electronic Arts,Maxis,7,0.34,0.22,0.11,0,0.01
Farming Simulator 17,Xbox One,Microsoft,3,simulation,2016,Focus Home Interactive,Giants Software,6.5,0.33,0.19,0.11,0,0.03
Dance Dance Revolution Universe,Xbox 360,Microsoft,1,simulation,2007,Konami,Bemani,7.4,0.32,0.3,0,0,0.02
SimAnimals,Wii,Nintendo,2,simulation,2009,Electronic Arts,Electronic Arts,5.8,0.31,0.14,0.14,0,0.03
MySims Party,DS,Nintendo,2,simulation,2009,Electronic Arts,EA Redwood Shores,6.4,0.3,0.15,0.12,0,0.03
WWII Aces,Wii,Nintendo,1,simulation,2008,Destineer,Arcade Moon,4.1,0.29,0.27,0,0,0.02
John Deere: Harvest in the Heartland,DS,Nintendo,1,simulation,2007,Destineer,Black Lantern Studios,4.3,0.29,0.23,0.04,0,0.02
Fish Tycoon,DS,Nintendo,1,simulation,2007,Majesco,Big Fish Games / LDW,4.6,0.26,0.24,0,0,0.02
Jurassic World Evolution,Xbox One,Microsoft,2,simulation,2018,Frontier Developments,Frontier Developments,7.6,0.26,0.15,0.09,0,0.02
We Cheer 2,Wii,Nintendo,1,simulation,2009,Namco Bandai,"Machatin, Inc.",6.4,0.26,0.24,0,0,0.02
Secret Weapons Over Normandy,Xbox,Microsoft,2,simulation,2003,LucasArts,Totally Games,7.7,0.25,0.19,0.05,0,0.01
Animal Paradise,DS,Nintendo,1,simulation,2008,Empire Interactive,Rekoo,4.9,0.25,0.09,0.14,0,0.02
The Sims 2,Xbox,Microsoft,7,simulation,2005,Electronic Arts,Maxis,7.5,0.25,0.19,0.05,0,0.01
Style Savvy: Fashion Forward,3DS,Nintendo,2,simulation,2016,Nintendo,syn Sophia,7.8,0.24,0,0,0.24,0
MySims Party,Wii,Nintendo,2,simulation,2009,Electronic Arts,EA Redwood Shores,5.6,0.22,0.17,0.03,0,0.02
Armored Core V,Xbox 360,Microsoft,2,simulation,2012,Namco Bandai,From Software,6.8,0.22,0.13,0.03,0.04,0.01
Treasure World,DS,Nintendo,1,simulation,2009,Aspyr,Aspyr,6.8,0.2,0.18,0,0,0.02
AirForce Delta Storm,Xbox,Microsoft,2,simulation,2001,Konami,KCE Studios,6.1,0.18,0.14,0.04,0,0.01
Naval Assault: The Killing Tide,Xbox 360,Microsoft,1,simulation,2010,505 Games,Artech Studios,4,0.17,0.08,0.07,0,0.02
Birds of Steel,Xbox 360,Microsoft,2,simulation,2012,Konami Digital Entertainment,Gaijin Games,7.7,0.15,0.11,0.03,0,0.01
Top Gun: Combat Zones,GameCube,Nintendo,2,simulation,2002,Titus,Digital Integration,5.9,0.15,0.12,0.03,0,0
Wild Earth: African Safari,Wii,Nintendo,1,simulation,2008,Majesco,Super X Studios,6,0.13,0.1,0.02,0,0.01
Heroes of the Pacific,Xbox,Microsoft,3,simulation,2005,Ubisoft,IR Gurus Interactive,7.6,0.13,0.1,0.03,0,0
Steel Battalion: Heavy Armor,Xbox 360,Microsoft,1,simulation,2012,Capcom,From Software,3.8,0.13,0.08,0.02,0.02,0.01
Horse Life,DS,Nintendo,1,simulation,2007,D3 Publisher,Neko Entertainment,6.8,0.12,0.09,0.02,0,0.01
SimCity 2000,Game Boy Advance,Nintendo,2,simulation,2003,"Destination Software, Inc",Full-Fat,6.2,0.11,0.08,0.03,0,0
Help Wanted: 50 Wacky Jobs,Wii,Nintendo,1,simulation,2009,Hudson Soft,Hudson Soft,6.5,0.1,0.06,0.03,0,0.01
Playboy: The Mansion,Xbox,Microsoft,2,simulation,2005,ARUSH Entertainment,Cyberlore Studios,6.1,0.09,0.07,0.02,0,0
Elite: Dangerous,Xbox One,Microsoft,2,simulation,2017,Frontier Developments,Frontier Developments,8,0.08,0.07,0,0,0.01
Overcooked! 2,Xbox One,Microsoft,3,simulation,2018,Sold Out,Ghost Town Games,8.3,0.08,0.07,0,0,0.01
Battlestar Galactica,Xbox,Microsoft,2,simulation,2003,VU Games,Warthog,6.3,0.08,0.06,0.02,0,0
Damage Inc.: Pacific Squadron WWII,Xbox 360,Microsoft,1,simulation,2012,Mad Catz,Mad Catz,4.9,0.07,0.07,0,0,0.01
Jurassic Park: Operation Genesis,Xbox,Microsoft,3,simulation,2003,VU Games,Blue Tongue,6.9,0.07,0.05,0.01,0,0
Wings of War,Xbox,Microsoft,1,simulation,2004,Gathering of Developers,Silver Wish Games,6.2,0.06,0.05,0.01,0,0
My Pet Shop,DS,Nintendo,1,simulation,2009,Taito,Taito Corporation,6,0.06,0.06,0,0,0
Theme Park,DS,Nintendo,1,simulation,2007,Electronic Arts,EA Japan Studio,7.2,0.06,0,0.03,0.03,0
Wing Commander: Prophecy,Game Boy Advance,Nintendo,1,simulation,2003,"Destination Software, Inc",Raylight Studios,7,0.05,0.04,0.01,0,0
The Long Dark,Xbox One,Microsoft,2,simulation,2018,Skybound Games,Hinterland Studio Inc.,7.6,0.05,0.05,0,0,0.01
Phantom Crash,Xbox,Microsoft,1,simulation,2002,Phantagram,Genki,7.4,0.05,0.03,0.01,0.01,0
Surviving Mars,Xbox One,Microsoft,2,simulation,2018,Maximum Games,Haemimont Games,7.6,0.05,0.04,0,0,0.01
Spitfire Heroes: Tales of the Royal Air Force,DS,Nintendo,1,simulation,2008,Destineer,Big John Games,4.9,0.05,0.05,0,0,0
Pony Friends,DS,Nintendo,1,simulation,2007,Eidos Interactive,Tantalus Interactive,6.7,0.05,0,0.04,0,0.01
Wing Island,Wii,Nintendo,1,simulation,2007,Hudson Soft,CAProduction,4.7,0.05,0.03,0.01,0.01,0
Top Gun,DS,Nintendo,2,simulation,2006,Mastiff,InterActive Vision Games,4.8,0.04,0.04,0,0,0
Star Trek: Shattered Universe,Xbox,Microsoft,2,simulation,2004,TDK Mediactive,Starsphere Interactive,4.1,0.04,0.03,0.01,0,0
Railway Empire,Xbox One,Microsoft,1,simulation,2018,Kalypso Media,Gaming Minds Studios,7.7,0.03,0.03,0,0,0
GunGriffon: Allied Strike,Xbox,Microsoft,1,simulation,2004,Tecmo,Game Arts,5.5,0.03,0.02,0.01,0,0
Pure Farming 2018,Xbox One,Microsoft,2,simulation,2018,Techland,Ice Flames,7.3,0.03,0.03,0,0,0
Toy Shop,DS,Nintendo,1,simulation,2008,Majesco,"Seed Studios, Lda",3.1,0.03,0.03,0,0,0
MechAssault: Phantom War,DS,Nintendo,1,simulation,2006,Majesco,Backbone Entertainment,6.6,0.03,0.03,0,0,0
Steel Battalion: Line of Contact,Xbox,Microsoft,1,simulation,2004,Capcom,"Capcom Production Studio 4 / Nude Maker Co., Ltd.",7,0.02,0.02,0.01,0,0
Prison Architect,Xbox One,Microsoft,2,simulation,2016,Introversion Software,Introversion Software,7.5,0.02,0.02,0,0,0
Freedom Wings,DS,Nintendo,1,simulation,2006,Natsume,BELUGA Computer Inc.,4.6,0.02,0.02,0,0,0
